letter,ID,P1,P2,X,Y,time,cell,sex,age,animal,synapses,treatment,category,r_a,notes,days_alone,animal_or_slicing_problems
TW9,21728011-on,-5.47,-27.44,NA,NA,57,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-10.44,-3.73,NA,NA,57.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.08,-34.2,NA,NA,57.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.83,-3.39,NA,NA,57.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.28,-2.06,NA,NA,57.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.3,-29.71,NA,NA,57.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.87,-4.82,NA,NA,57.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.68,-7.12,NA,NA,57.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-1.67,-2.89,NA,NA,57.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.6,-8.21,NA,NA,57.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.4,-5.62,NA,NA,57.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-12.73,-5.4,NA,NA,57.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-22.52,-3.6,NA,NA,58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.38,-8.38,NA,NA,58.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,1.75,-6.18,NA,NA,58.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.95,-4.12,NA,NA,58.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.11,-7.99,NA,NA,58.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.17,-4.39,NA,NA,58.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-0.85,-3.29,NA,NA,58.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.45,-4.67,NA,NA,58.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.45,-1.79,NA,NA,58.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.5,-11.21,NA,NA,58.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.18,-1.57,NA,NA,58.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.58,-6.75,NA,NA,58.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.36,-6.42,NA,NA,59,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-0.68,-11.06,NA,NA,59.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.71,-3.05,NA,NA,59.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.89,-7.67,NA,NA,59.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.65,-7.93,NA,NA,59.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.81,-3.37,NA,NA,59.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.8,-2.58,NA,NA,59.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.27,-14.21,NA,NA,59.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.32,-2.71,NA,NA,59.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.13,-2.69,NA,NA,59.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.26,-7.53,NA,NA,59.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.04,-6.71,NA,NA,59.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.16,-3.38,NA,NA,60,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.78,-5.78,NA,NA,60.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.38,-1.33,NA,NA,60.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,0.39,-2.66,NA,NA,60.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.48,-29.11,NA,NA,60.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.07,-5.29,NA,NA,60.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.51,-7.29,NA,NA,60.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.36,-4.36,NA,NA,60.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.95,-0.51,NA,NA,60.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.16,-5.21,NA,NA,60.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.13,-3.13,NA,NA,60.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-9.22,-1.9,NA,NA,60.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.15,-3.93,NA,NA,61,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.92,-6.36,NA,NA,61.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-9.67,-4.79,NA,NA,61.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-11.45,-14.5,NA,NA,61.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.83,-7.27,NA,NA,61.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.59,-2.75,NA,NA,61.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.51,-11,NA,NA,61.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-13.32,-8.44,NA,NA,31.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-11.11,-3.17,NA,NA,31.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-12.42,-11.81,NA,NA,31.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.72,-2.11,NA,NA,31.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-9.59,-24.24,NA,NA,31.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.7,-9.14,NA,NA,51.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.42,-74.78,NA,NA,52,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.18,-16.61,NA,NA,52.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.1,-31.34,NA,NA,52.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.99,-43.22,NA,NA,52.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.12,-8.56,NA,NA,52.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-30.98,-21.83,NA,NA,52.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.92,-5.26,NA,NA,52.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-29.09,-4.67,NA,NA,52.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.59,-18.02,NA,NA,52.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-12.96,-9.3,NA,NA,32.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-12.02,-42.54,NA,NA,32.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.41,-5.58,NA,NA,32.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.22,-13.6,NA,NA,32.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.69,-20.39,NA,NA,32.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.57,-4.79,NA,NA,32.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.1,-30.96,NA,NA,33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.06,-6.89,NA,NA,33.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.63,-6.63,NA,NA,33.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.51,-4.34,NA,NA,33.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.49,-5.71,NA,NA,33.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.67,-30.92,NA,NA,33.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.64,-37.21,NA,NA,33.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.55,-2.89,NA,NA,33.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.45,-3.84,NA,NA,33.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.14,-7.19,NA,NA,33.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.1,-7.77,NA,NA,33.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.43,-8.1,NA,NA,33.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.22,-9.27,NA,NA,34,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-21.89,-20.67,NA,NA,34.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-10.82,-48.66,NA,NA,34.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-1.99,-4.43,NA,NA,34.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.43,-16.64,NA,NA,34.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.35,-16.33,NA,NA,34.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.64,-10.58,NA,NA,34.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-1.49,-11.26,NA,NA,34.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.74,-47.25,NA,NA,34.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.91,-4.69,NA,NA,34.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-1.59,-62.63,NA,NA,34.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.2,-11.31,NA,NA,34.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.96,-15.72,NA,NA,35,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.08,-24.83,NA,NA,35.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.77,-5.61,NA,NA,35.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.31,-18.79,NA,NA,35.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-12.21,-4.27,NA,NA,35.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.91,-5.53,NA,NA,35.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.49,-37.67,NA,NA,35.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.83,-28.64,NA,NA,35.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-14.08,-2.48,NA,NA,35.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.03,-14.62,NA,NA,35.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.51,-8.73,NA,NA,35.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.54,-10.47,NA,NA,35.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-32.89,-7.86,NA,NA,36,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.04,-30.68,NA,NA,36.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-1.05,-5.93,NA,NA,36.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.31,-4.14,NA,NA,36.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-10.14,-4.04,NA,NA,36.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-35.36,-9.12,NA,NA,36.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.1,-53.53,NA,NA,36.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.58,-23.67,NA,NA,36.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-9.83,-11.66,NA,NA,36.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.59,-3.98,NA,NA,36.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.99,-1.5,NA,NA,36.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.87,-7.48,NA,NA,36.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.24,-21.77,NA,NA,37,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-11.99,-19.31,NA,NA,4.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-29.02,-11.32,NA,NA,4.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-11.43,-16.93,NA,NA,4.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-12.2,-25.63,NA,NA,5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-40.08,-12.01,NA,NA,5.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-32.2,-18.16,NA,NA,5.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-23.59,-7.11,NA,NA,5.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-32.68,-10.71,NA,NA,5.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-21.23,-10.24,NA,NA,5.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-5.32,-24.85,NA,NA,5.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-15.33,-11.66,NA,NA,5.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-6.28,-35.58,NA,NA,5.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-22.05,-12.9,NA,NA,5.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-17.52,-7.76,NA,NA,5.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-12.45,-16.11,NA,NA,5.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-6.38,-19.2,NA,NA,6,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-41.35,-8.39,NA,NA,6.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-15.64,-26.01,NA,NA,6.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-10.35,-9.74,NA,NA,6.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-6.13,-4.91,NA,NA,6.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-23.62,-8.97,NA,NA,6.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728009,-8.74,-11.18,NA,NA,6.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-0.3,-0.3,NA,NA,8.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.34,-21.77,NA,NA,8.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.51,-10.79,NA,NA,8.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-22.68,-7.42,NA,NA,8.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.87,-9.48,NA,NA,8.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.15,-6.98,NA,NA,8.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.36,-6.42,NA,NA,8.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-16.15,-6.38,NA,NA,9,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.69,-11.97,NA,NA,9.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.98,-45.66,NA,NA,9.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.68,-1.46,NA,NA,9.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-13.75,-36.94,NA,NA,9.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.18,-19.43,NA,NA,9.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-9.77,-25.63,NA,NA,9.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-12.66,-4.72,NA,NA,9.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-10.08,-1.53,NA,NA,9.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.44,-6.05,NA,NA,9.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.98,-3.54,NA,NA,9.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-30.44,-7.24,NA,NA,9.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-18.56,-2.08,NA,NA,10,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-11.75,-6.87,NA,NA,10.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.66,-16.42,NA,NA,10.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.56,-7.95,NA,NA,10.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-19.24,-10.7,NA,NA,10.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-9.65,-9.03,NA,NA,10.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.95,-5.73,NA,NA,10.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.28,-31.75,NA,NA,10.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,4.03,1.59,NA,NA,10.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.34,-5.56,NA,NA,10.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-10.89,-18.21,NA,NA,10.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.71,-8.38,NA,NA,10.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.22,-9.05,NA,NA,11,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.31,-12.58,NA,NA,11.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.39,-15.15,NA,NA,11.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.56,-5.56,NA,NA,11.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.44,-5.61,NA,NA,11.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.5,-6.55,NA,NA,11.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.83,-9.71,NA,NA,11.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.1,-8.15,NA,NA,11.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-10.33,-10.33,NA,NA,11.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-28.04,-6.67,NA,NA,11.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-9.06,-2.35,NA,NA,11.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.69,-15.23,NA,NA,11.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.44,-4.61,NA,NA,12,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-22.43,-4.73,NA,NA,12.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.24,-46.91,NA,NA,12.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.18,-11.06,NA,NA,12.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.81,-13.97,NA,NA,12.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-16.42,-6.05,NA,NA,12.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.41,-4.8,NA,NA,12.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.41,-9.02,NA,NA,12.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.92,-4.7,NA,NA,12.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-11.02,-3.69,NA,NA,12.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-1.73,-15.77,NA,NA,12.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.6,-1.77,NA,NA,12.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-7.35,-11.01,NA,NA,13,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-0.1,0.51,NA,NA,13.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.84,-16.82,NA,NA,13.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-9.45,-5.79,NA,NA,13.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-4.77,-16.98,NA,NA,13.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.05,-26.36,NA,NA,13.42,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.89,-27.87,NA,NA,13.5,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.2,-6.98,NA,NA,13.58,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,1.42,-15.06,NA,NA,13.67,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,1.21,-0.62,NA,NA,13.75,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-8.52,-10.35,NA,NA,13.83,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.52,-8.96,NA,NA,13.92,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.99,-7.04,NA,NA,14,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-6.02,-8.46,NA,NA,14.08,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-2.14,-16.79,NA,NA,14.17,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-3.55,-4.16,NA,NA,14.25,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
TW9,21728011-on,-5.85,-6.46,NA,NA,14.33,NA,Male,NA,NA,Glutamate,Cold,1,,NA,NA,NA
