"letter","ID","P1","P2","X","Y","x","y","time","cell","sex","age","animal","synapses","treatment","category","r_a","notes","days_alone","animal_or_slicing_problems"
"TW23","22403001",-144.53,-34.05,NA,NA,NA,NA,4.08,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-171.83,-52.2,NA,NA,NA,NA,4.17,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-101.07,-24.77,NA,NA,NA,NA,4.25,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-86.3,-56.39,NA,NA,NA,NA,6.75,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-113.93,-88.9,NA,NA,NA,NA,6.08,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-128.78,-31.74,NA,NA,NA,NA,6.58,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-138.7,-68.51,NA,NA,NA,NA,6.67,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-127.11,-52.64,NA,NA,NA,NA,6,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-113.65,-79.47,NA,NA,NA,NA,6.17,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-143.67,-55.17,NA,NA,NA,NA,6.25,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW23","22403001",-115.73,-30.28,NA,NA,NA,NA,6.33,NA,"Male",NA,NA,"Glutamate","Cold",2,"",NA,NA,NA
"TW24","22219015",-59.67,-186.62,NA,NA,NA,NA,41.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-180.59,-150.68,NA,NA,NA,NA,43.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-53.29,-138.12,NA,NA,NA,NA,42.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-211.42,-55.78,NA,NA,NA,NA,42.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-185.79,-180.9,NA,NA,NA,NA,42.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-159.94,-125.15,NA,NA,NA,NA,42.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-101.12,-105.39,NA,NA,NA,NA,42.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-123.11,-181.7,NA,NA,NA,NA,41.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-137,-122.35,NA,NA,NA,NA,41.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-188.22,-168.08,NA,NA,NA,NA,42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-78.17,-157.51,NA,NA,NA,NA,45.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-95.78,-68.31,NA,NA,NA,NA,45.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-111.96,-104.64,NA,NA,NA,NA,45.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-180.32,-99.75,NA,NA,NA,NA,42.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-57.61,-155.26,NA,NA,NA,NA,42.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-156.92,-102.6,NA,NA,NA,NA,42.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-77.65,-186.29,NA,NA,NA,NA,42.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-118.49,-177.09,NA,NA,NA,NA,42.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-83.25,-143.07,NA,NA,NA,NA,41.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-107.43,-126.35,NA,NA,NA,NA,41.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-128.57,-95.62,NA,NA,NA,NA,45.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-44.41,-65.17,NA,NA,NA,NA,45.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-93.71,-40,NA,NA,NA,NA,45.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-160.36,-55.38,NA,NA,NA,NA,43.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-77.07,-97.82,NA,NA,NA,NA,46.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-80.89,-135.82,NA,NA,NA,NA,43.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-82.28,-103.03,NA,NA,NA,NA,45.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-84.55,-105.3,NA,NA,NA,NA,45.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-96.92,-74.33,NA,NA,NA,NA,45.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-156.43,-119.81,NA,NA,NA,NA,45.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-76.13,-91.39,NA,NA,NA,NA,45.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-115.29,-138.48,NA,NA,NA,NA,46,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-153.77,-111.66,NA,NA,NA,NA,46.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-115.52,-119.19,NA,NA,NA,NA,46.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-181.11,-115.8,NA,NA,NA,NA,42.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-153.2,-120.25,NA,NA,NA,NA,43,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-38.82,-117.55,NA,NA,NA,NA,44.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-101.04,-82.12,NA,NA,NA,NA,44.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-131.79,-52.45,NA,NA,NA,NA,44.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-75.68,-142.82,NA,NA,NA,NA,44.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-103.17,-119.65,NA,NA,NA,NA,44.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-106.6,-116.36,NA,NA,NA,NA,44.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-80.71,-188.14,NA,NA,NA,NA,44.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-119.04,-114.77,NA,NA,NA,NA,44.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-142.94,-103.88,NA,NA,NA,NA,44.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-69.78,-188.8,NA,NA,NA,NA,44.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-76.66,-112.06,NA,NA,NA,NA,45,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-151.98,-107.42,NA,NA,NA,NA,48.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-87.91,-132.46,NA,NA,NA,NA,48.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-130.95,-104.7,NA,NA,NA,NA,48.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-86.95,-144.33,NA,NA,NA,NA,48.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-82.86,-182.96,NA,NA,NA,NA,48.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-109.45,-155.84,NA,NA,NA,NA,48.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-197.46,-179.15,NA,NA,NA,NA,48.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-152.5,-223.3,NA,NA,NA,NA,49,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-225.65,-124.94,NA,NA,NA,NA,49.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-205.63,-122.01,NA,NA,NA,NA,49.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-168.55,-178.93,NA,NA,NA,NA,49.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-119.32,-179.14,NA,NA,NA,NA,49.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-123.62,-131.56,NA,NA,NA,NA,49.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-155.7,-150.2,NA,NA,NA,NA,49.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-166.69,-83.07,NA,NA,NA,NA,49.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-175.76,-129.38,NA,NA,NA,NA,49.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-145.74,-74.94,NA,NA,NA,NA,49.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-185.92,-109.01,NA,NA,NA,NA,49.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-53.01,-124.43,NA,NA,NA,NA,46.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-148.17,-140.24,NA,NA,NA,NA,43.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-107.88,-146.94,NA,NA,NA,NA,43.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-144.67,-102.55,NA,NA,NA,NA,43.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-142.16,-88.45,NA,NA,NA,NA,43.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-117.42,-161.37,NA,NA,NA,NA,43.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-94.76,-48.99,NA,NA,NA,NA,43.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-162.96,-107.42,NA,NA,NA,NA,43.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-62.26,-125.13,NA,NA,NA,NA,43.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-83.45,-145.71,NA,NA,NA,NA,44,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-132.08,-136.97,NA,NA,NA,NA,44.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-130.83,-81.39,NA,NA,NA,NA,50.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-66.34,-41.31,NA,NA,NA,NA,50.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-103.83,-106.28,NA,NA,NA,NA,51,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-114.85,-153.91,NA,NA,NA,NA,51.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-96.9,-74.93,NA,NA,NA,NA,51.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-75.78,-81.89,NA,NA,NA,NA,51.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-150.31,-62.42,NA,NA,NA,NA,51.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-78.21,-92.25,NA,NA,NA,NA,51.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-40.78,-140.88,NA,NA,NA,NA,51.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219010",-9.17,-34.19,NA,NA,NA,NA,21.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219010",-28.88,-26.44,NA,NA,NA,NA,21.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219010",-25.6,-37.2,NA,NA,NA,NA,21.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219010",-23.33,-51.41,NA,NA,NA,NA,21.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219010",-46.26,-26.12,NA,NA,NA,NA,21.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-30.81,-52.18,NA,NA,NA,NA,21.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-5.66,-23.97,NA,NA,NA,NA,21.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-40.41,-30.65,NA,NA,NA,NA,21.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-38.8,-35.14,NA,NA,NA,NA,21.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-24.88,-33.42,NA,NA,NA,NA,21.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-37.06,-47.43,NA,NA,NA,NA,22,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-26.84,-34.77,NA,NA,NA,NA,22.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-47.45,-20.59,NA,NA,NA,NA,22.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-26.99,-42.86,NA,NA,NA,NA,22.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-27.79,-66.85,NA,NA,NA,NA,22.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-29.54,-24.04,NA,NA,NA,NA,22.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-24.87,-32.19,NA,NA,NA,NA,22.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-11.17,-58.77,NA,NA,NA,NA,22.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-34.46,-23.47,NA,NA,NA,NA,22.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-13.57,-19.06,NA,NA,NA,NA,22.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-23.09,-42.63,NA,NA,NA,NA,22.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-21.32,-31.7,NA,NA,NA,NA,22.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-34.53,-39.41,NA,NA,NA,NA,23,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-35.35,-20.09,NA,NA,NA,NA,23.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-28.17,-54.42,NA,NA,NA,NA,23.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-39.6,-25.56,NA,NA,NA,NA,23.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-15.22,-20.71,NA,NA,NA,NA,23.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-20.88,-48.35,NA,NA,NA,NA,23.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-30.89,-21.74,NA,NA,NA,NA,23.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-16.11,-32.59,NA,NA,NA,NA,23.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-24.22,-27.89,NA,NA,NA,NA,23.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-24.86,-37.07,NA,NA,NA,NA,23.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-24.35,-38.99,NA,NA,NA,NA,23.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-12.53,-21.68,NA,NA,NA,NA,23.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-13.31,-39.56,NA,NA,NA,NA,24,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-38.14,-28.38,NA,NA,NA,NA,24.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-20.29,-33.11,NA,NA,NA,NA,24.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-25.09,-11.66,NA,NA,NA,NA,24.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-33.25,-19.83,NA,NA,NA,NA,24.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-42.37,-28.95,NA,NA,NA,NA,24.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-52.07,-54.51,NA,NA,NA,NA,24.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-25.63,-26.85,NA,NA,NA,NA,24.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-58.83,-37.47,NA,NA,NA,NA,24.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-43.19,-30.38,NA,NA,NA,NA,24.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-68.61,-48.46,NA,NA,NA,NA,24.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-17.53,-44.38,NA,NA,NA,NA,24.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-37.64,-16.89,NA,NA,NA,NA,25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-44.96,-38.86,NA,NA,NA,NA,25.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-34.67,-7.81,NA,NA,NA,NA,25.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-26.56,-42.43,NA,NA,NA,NA,25.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-46.16,-52.87,NA,NA,NA,NA,25.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-35.67,-35.67,NA,NA,NA,NA,25.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-33,-28.72,NA,NA,NA,NA,25.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-35.02,-26.48,NA,NA,NA,NA,25.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-30.67,-42.87,NA,NA,NA,NA,25.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-32.15,-36.42,NA,NA,NA,NA,25.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-51.69,-33.38,NA,NA,NA,NA,25.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-75.43,-112.66,NA,NA,NA,NA,46.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-178.61,-91.94,NA,NA,NA,NA,46.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219015",-93.94,-112.26,NA,NA,NA,NA,46.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-14.17,-83.75,NA,NA,NA,NA,26.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219011",-31.05,-20.06,NA,NA,NA,NA,26.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-156.97,-68.47,NA,NA,NA,NA,46.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-104.21,-51.11,NA,NA,NA,NA,46.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-47.09,-127.66,NA,NA,NA,NA,46.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-54.86,-99.41,NA,NA,NA,NA,46.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-77.52,-63.48,NA,NA,NA,NA,47,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-186.74,-115.33,NA,NA,NA,NA,47.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-136.26,-124.05,NA,NA,NA,NA,47.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-175.59,-91.36,NA,NA,NA,NA,47.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-83.46,-71.26,NA,NA,NA,NA,47.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-165.61,-97.25,NA,NA,NA,NA,47.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-219.36,-138.8,NA,NA,NA,NA,47.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-61.97,-191.97,NA,NA,NA,NA,47.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-142.92,-125.83,NA,NA,NA,NA,47.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-132.48,-165.44,NA,NA,NA,NA,47.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-116.19,-83.85,NA,NA,NA,NA,47.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-211.95,-102.08,NA,NA,NA,NA,47.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-188.36,-109.63,NA,NA,NA,NA,48,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-117.08,-110.98,NA,NA,NA,NA,48.08,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-233.49,-163.91,NA,NA,NA,NA,48.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-173.77,-123.11,NA,NA,NA,NA,48.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219016",-149.25,-139.49,NA,NA,NA,NA,48.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-58.09,-51.98,NA,NA,NA,NA,28.17,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-89.95,-58.21,NA,NA,NA,NA,28.25,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-44.41,-56,NA,NA,NA,NA,28.33,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-72.08,-64.14,NA,NA,NA,NA,28.42,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-22.49,-59.72,NA,NA,NA,NA,28.5,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-34.1,-51.19,NA,NA,NA,NA,28.58,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-59.45,-60.67,NA,NA,NA,NA,28.67,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-27.72,-77.77,NA,NA,NA,NA,28.75,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-44.76,-65.51,NA,NA,NA,NA,28.83,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
"TW24","22219012",-17.84,-58.74,NA,NA,NA,NA,28.92,NA,"Male",NA,NA,"Glutamate","ControlStress",3,"",NA,NA,NA
