letter,ID,P1,P2,time,cell,sex,X,Y,age,animal,synapses,treatment,category,R_a,days_alone,animal_or_slicing_problems
AA,24605002.abf,-52.02,-29.44,0,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-68.62,-94.86,0.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-121.62,-35.56,0.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-74.69,-28.3,0.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-57.96,-47.58,0.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-34.97,-28.25,0.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-61.36,-66.24,0.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-77.41,-31.02,0.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-59.28,-55.01,0.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-132.32,-28.56,0.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-98.8,-47.54,0.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-91.77,-54.54,0.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-78.32,-37.42,1,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-28.28,-35,1.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-81.51,-55.27,1.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-55.01,-32.43,1.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-95.72,-50.55,1.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-73,-32.72,1.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-63.69,-77.72,1.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-77.3,-74.25,1.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-33.44,-62.13,1.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-46.43,-63.52,1.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-121.99,-34.71,1.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-29.34,-48.26,1.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-80.01,-36.68,2,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-48.26,-34.22,2.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-59.71,-76.8,2.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-59.49,-30.81,2.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-28.03,-51.83,2.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-77.16,-28.94,2.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-52.17,-49.12,2.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-63.75,-60.7,2.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-29.68,-30.29,2.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-24.61,-67.95,2.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-44.46,-46.29,2.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-51.23,-36.58,2.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-82.85,-35.85,3,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-62.81,-49.99,3.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-24.76,-28.42,3.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-55.82,-37.5,3.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-52.07,-50.85,3.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-80.99,-38.88,3.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-29.18,-46.88,3.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-36.32,-50.35,3.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-89.1,-47.6,3.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-89.81,-40.98,3.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-98.68,-26.66,3.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-38.57,-29.42,3.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-71,-47.2,4,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-61.77,-31.87,4.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-29.89,-73.84,4.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-76.67,-30.28,4.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-44.56,-35.4,4.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-36.83,-40.49,4.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-55.38,-32.19,4.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-63.97,-32.23,4.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-78.97,-29.53,4.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-43.75,-63.28,4.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-54.22,-32.86,4.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605002.abf,-80.57,-84.23,4.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-83.5,-32.23,5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-54.3,-48.8,5.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-32.53,-63.66,5.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-81.88,-26.33,5.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-89.74,-42.74,5.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-65.37,-27.53,5.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-79.65,-25.94,5.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-28.71,-35.42,5.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-59.93,-76.41,5.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-53.45,-28.43,5.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-25.26,-95.45,5.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-35.46,-61.7,5.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-35.7,-71.71,6,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-35.79,-64.48,6.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-62.44,-88.08,6.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-30.42,-38.97,6.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-57.94,-35.96,6.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-38.76,-47.91,6.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-29.6,-33.87,6.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-55.06,-29.43,6.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-82.22,-32.17,6.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-27.55,-39.15,6.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-46.34,-67.09,6.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-85.89,-43.78,6.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-46.08,-47.3,7,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-51.53,-57.03,7.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-30.87,-38.81,7.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-75.14,-44.62,7.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-61.46,-27.89,7.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-92.46,-46.68,7.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-22.9,-19.84,7.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-60.45,-21.39,7.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-50.97,-23.51,7.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-40.27,-65.9,7.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-27.8,-38.17,7.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-27.51,-48.87,7.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-26.61,-30.88,8,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-39.87,-31.93,8.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-35.52,-41.62,8.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-20.41,-24.68,8.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-89.91,-27.65,8.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-39.39,-44.27,8.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-35.38,-66.5,8.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-65.88,-37.19,8.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-42.8,-34.86,8.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-24.46,-37.89,8.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-37.26,-28.71,8.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-45.21,-17.75,8.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-25.88,-24.65,9,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-26.32,-25.71,9.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-59.61,-22.37,9.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-24.45,-23.23,9.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-25.34,-65.62,9.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-29.09,-40.07,9.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-79.18,-19.97,9.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-24.05,-30.16,9.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-30.36,-26.09,9.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-24.84,-23.62,9.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-49.69,-18.56,9.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605003.abf,-15.51,-29.55,9.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-21.27,-33.48,10,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-45.91,-24.55,10.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-26.28,-26.89,10.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-23.98,-23.37,10.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-24.05,-19.78,10.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-13.56,-26.37,10.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-45.37,-16.69,10.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-31.51,-23.57,10.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-25.04,-32.98,10.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-41.29,-26.64,10.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-21.59,-24.03,10.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-19.66,-32.48,10.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-23.6,-23.6,11,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-44.29,-26.59,11.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-20.6,-46.84,11.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-22.08,-33.67,11.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-23.35,-31.28,11.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-29.21,-23.11,11.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-11.96,-18.67,11.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-19.64,-40.39,11.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-48.14,-27.39,11.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-27.64,-25.81,11.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-26.15,-65.21,11.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-26.31,-36.07,11.92,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-24.41,-29.9,12,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-17.38,-28.98,12.08,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-22.52,-18.25,12.17,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-24.11,-22.28,12.25,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-20.62,-27.95,12.33,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-19.44,-23.11,12.42,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-40.38,-28.78,12.5,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-27.39,-43.25,12.58,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-28.78,-28.17,12.67,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-54.13,-31.55,12.75,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
AA,24605004.abf,-22.44,-26.1,12.83,1.1.1,Female,222.96,348.57,35,1,Glutamate,Control,1,"1.5, 1.5, 1.6, 1.7, 1.6, 1.6",0,No
