letter,ID,P1,P2,time,cell,sex,X,Y,age,animal,synapses,treatment,category,R_a,days_alone,animal_or_slicing_problems
AB,24605014.abf,-58.88,-46.07,13.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-37.67,-98.1,13.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-64.05,-58.55,13.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-99.13,-80.82,13.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-69.68,-32.45,13.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-58.06,-41.58,13.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-38.39,-73.18,13.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-63.04,-95.39,14,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-59.45,-45.41,14.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-57.12,-57.73,14.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-77.09,-74.65,14.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-37.59,-44.92,14.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-36.09,-59.28,14.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-30.63,-81.29,14.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-58.06,-81.25,14.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-47.25,-104.63,14.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-79.88,-65.85,14.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-92.9,-42.24,14.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605014.abf,-69.56,-46.97,14.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-41.54,-70.84,15,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-94.42,-61.46,15.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-51.19,-92.08,15.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-40.92,-95.85,15.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-74.41,-101.26,15.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-34.17,-34.17,15.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-55.28,-87.02,15.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-53.08,-51.86,15.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-59.62,-71.83,15.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-68.83,-72.5,15.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-61.24,-72.83,15.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-61.64,-59.2,15.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-75.15,-33.64,16,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-87.01,-98.6,16.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-43.26,-82.33,16.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-67.92,-83.18,16.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-72.09,-59.89,16.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-114.77,-39.7,16.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-64.09,-68.36,16.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-67.06,-95.74,16.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-82.82,-75.49,16.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-67.68,-71.35,16.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-32.2,-61.49,16.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-49.08,-35.65,16.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-59.32,-73.35,17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-58.96,-65.68,17.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-57.02,-37.49,17.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-76.25,-50.62,17.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-86.69,-38.47,17.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-33.34,-65.07,17.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-77.99,-105.45,17.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-38.24,-84.62,17.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-47.82,-91.77,17.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-72.09,-56.83,17.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-47.57,-34.75,17.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-54.88,-73.8,17.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-43.33,-57.98,18,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-52.21,-42.44,18.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-58.08,-33.06,18.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-34.73,-76.84,18.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-30.43,-53.62,18.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-74.41,-49.99,18.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-70.53,-47.33,18.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-73.46,-48.43,18.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-49.97,-55.46,18.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-82.73,-49.78,18.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-63.47,-107.41,18.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-49.3,-81.04,18.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-37.26,-72.05,19,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-87.74,-66.38,19.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-33.87,-38.15,19.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-72.96,-40.61,19.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-49.18,-44.3,19.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-35.01,-36.24,19.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-44.95,-68.14,19.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-52.35,-53.57,19.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-44.51,-57.94,19.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-55.95,-79.14,19.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-45.05,-33.46,19.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-69.76,-53.28,19.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-60.93,-59.71,20,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-71.52,-51.99,20.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-41.58,-76.98,20.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-46.52,-50.8,20.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605015.abf,-39.95,-66.81,20.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-49.37,-48.76,20.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-76.17,-106.07,20.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-41.31,-77.32,20.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-81.54,-49.8,20.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-44.82,-57.64,20.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-49.86,-71.84,20.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-93.1,-65.64,20.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-33.26,-46.08,21,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-52.04,-60.59,21.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-37.06,-68.8,21.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-60.89,-79.2,21.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-45.05,-94.49,21.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-47.04,-69.01,21.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-43.47,-34.32,21.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-67.52,-81.56,21.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-46.2,-60.24,21.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-79.85,-79.24,21.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-57.43,-50.11,21.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-84.56,-61.97,21.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-40.05,-57.14,22,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-77.84,-62.58,22.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-98.31,-74.5,22.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-76.6,-47.3,22.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-57.28,-49.96,22.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-36.74,-128.9,22.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-38.81,-99.24,22.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-43.43,-52.59,22.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-41.25,-81.54,22.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-73.04,-74.87,22.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-63.06,-56.35,22.83,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-50.58,-80.49,22.92,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-34.39,-67.35,23,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-69.83,-73.49,23.08,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-37.95,-71.52,23.17,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-38.77,-82.11,23.25,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-37.18,-50,23.33,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-69.96,-54.7,23.42,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-60.42,-29.3,23.5,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-57.61,-65.54,23.58,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-50.45,-33.97,23.67,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AB,24605016.abf,-56.76,-25.63,23.75,1.2.1,Female,NA,NA,35,1,Glutamate,Control,1,"1.4, 1.4, 1.5, 1.5",0,No
AC,Concatenate070.abf,-115.97,-92.16,0,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-127.97,-67.54,0.08,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-80.13,-47.78,0.17,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-108.5,-81.03,0.25,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-169.4,-22.92,0.33,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-110.59,-56.27,0.42,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-18.6,-179.73,0.5,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-131.17,-75.02,0.58,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-6.36,-127.21,0.67,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-120.22,-35.38,0.75,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-116.2,-94.84,0.83,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-24.06,-46.64,0.92,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-25.13,-189.92,1,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-198.44,-34.25,1.08,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-75.38,-161.44,1.17,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-8.56,-148.33,1.25,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-34.8,-117.81,1.33,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-47.29,-98.56,1.42,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-134.12,-37.07,1.5,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-108.27,-14.88,1.58,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-105.17,-113.72,1.67,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-168.49,-54.35,1.75,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-4.3,-38.48,1.83,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-11.16,-154.6,1.92,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-119.9,-60.7,2,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-83.86,-121.7,2.08,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-98.39,-106.93,2.17,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-156.6,-16.83,2.25,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-4.59,-121.16,2.33,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-108.98,-83.35,2.42,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-106.53,-71.74,2.5,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-27.43,-114.71,2.58,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-40.64,-102.89,2.67,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-86.95,-16.15,2.75,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-140.44,-59.26,2.83,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-20.64,-125.62,2.92,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-21.38,-94.01,3,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-35.52,-103.88,3.08,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-129.11,-29.02,3.17,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-51.8,-114.06,3.25,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-210.48,-33.48,3.33,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-15.15,-204.97,3.42,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-7.01,-29.59,3.5,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
AC,Concatenate070.abf,-96.46,-29.93,3.58,1.3.1,Female,127.85,399.38,35,1,Glutamate,Control,1,"1.5, 1.6, 1.6, 1.6, 1.7, 1.7 ",0,No
