letter,ID,P1,P2
RM3,concatenate180,-52.93996811,-125.5718002
RM3,concatenate180,-89.51287842,-55.3331871
RM3,concatenate180,-93.36772919,-78.71929169
RM3,concatenate180,-71.38703918,-34.15559387
RM3,concatenate180,-80.24517059,-136.3975067
RM3,concatenate180,-78.8799057,-52.02444077
RM3,concatenate180,-123.7648392,-36.48456955
RM3,concatenate180,-134.8475342,-64.04676056
RM3,concatenate180,-94.91770172,-24.72727013
RM3,concatenate180,-85.48937225,-25.67492104
RM3,concatenate180,-113.4852371,-83.57801056
RM3,concatenate180,-84.61399841,-80.95188904
RM3,concatenate180,-65.2353363,-31.05565071
RM3,concatenate180,-53.50213242,-47.39861679
RM3,concatenate180,-50.08095169,-49.47060013
RM3,concatenate180,-61.54913712,-37.74542618
RM3,concatenate180,-113.1399078,-51.49439621
RM3,concatenate180,-62.29601288,-65.95812225
RM3,concatenate180,-115.3403854,-48.20170975
RM3,concatenate180,-91.48848724,-39.60860443
RM3,concatenate180,-179.7726288,-36.95036316
RM3,concatenate180,-123.8130264,-92.68509674
RM3,concatenate180,-85.21632385,-58.36085129
RM3,concatenate180,-140.8627167,-76.77580261
RM3,concatenate180,-50.98041916,-39.38373947
RM3,concatenate180,-100.3546448,-24.67105293
RM3,concatenate180,-55.07619858,-73.9970932
RM3,concatenate180,-123.5078506,-31.95511627
RM3,concatenate180,-112.3046875,-80.56640625
RM3,concatenate180,-63.74158478,-38.10681915
RM3,concatenate180,-65.51641846,-50.25763321
RM3,concatenate180,-94.29931641,-22.27783203
RM3,concatenate180,-109.8070679,-54.26507187
RM3,concatenate180,-106.6749954,-20.61542702
RM3,concatenate180,-99.72019958,-28.30906868
RM3,concatenate180,-96.71662903,-49.71955872
RM3,concatenate180,-74.67169189,-45.37482071
RM3,concatenate180,-78.63095093,-35.29598999
RM3,concatenate180,-137.5700226,-62.49678802
RM3,concatenate180,-56.69844818,-64.02266693
RM3,concatenate180,-94.24310303,-25.88372421
RM3,concatenate180,-70.27073669,-33.0392952
RM3,concatenate180,-116.0952911,-41.63240051
RM3,concatenate180,-106.0887375,-83.50572968
RM3,concatenate180,-106.9480515,-29.43340111
RM3,concatenate180,-132.3499146,-23.09698868
RM3,concatenate180,-58.51343918,-42.64429855
RM3,concatenate180,-80.3656311,-62.05508423
RM3,concatenate180,-170.7538757,-30.37302208
RM3,concatenate180,-33.64161301,-76.3662262
RM3,concatenate180,-115.1235504,-27.23292351
