letter,ID,P1,P2,X,Y
TW27,22221019,-31.04073715,-57.28585434,,
TW27,22221019,-31.32099915,-44.13838196,,
TW27,22221019,-83.0202713,-8.557377815,,
TW27,22221019,-23.19335938,-20.14160156,,
TW27,22221019,-55.09980011,-80.73456573,,
TW27,22221019,-90.15764618,-24.23967552,,
TW27,22221019,-74.44420624,-63.45787811,,
TW27,22221019,-24.31441307,-59.10445404,,
TW27,22221019,-39.30539322,-68.60227203,,
TW27,22221019,-28.91073418,-41.7281189,,
TW27,22221019,-24.75037956,-13.76405048,,
TW27,22221019,-68.96972656,-8.544921875,,
TW27,22221019,-58.60620499,-12.21948719,,
TW27,22221019,-44.47470093,-51.79891968,,
TW27,22221019,-39.13100815,-52.55874252,,
TW27,22221019,-35.65574265,-59.45945358,,
TW27,22221019,-15.00966644,-28.43740082,,
TW27,22221019,-65.36367035,-15.92519379,,
TW27,22221019,-51.86742783,-17.68773842,,
TW27,22221019,-41.06171417,-12.37518978,,
TW27,22221019,-83.31921387,-6.414919376,,
TW27,22221019,-32.54170227,-34.37275696,,
TW27,22221019,-33.97415924,-37.02591705,,
TW27,22221019,-37.387146,-54.47698975,,
TW27,22221019,-15.7694912,-47.50777435,,
TW27,22221019,-28.52459335,-52.93865585,,
TW27,22221019,-49.33259964,-40.78767776,,
TW27,22221019,-47.65724564,-22.02248001,,
TW27,22221019,-88.27676392,-43.11074829,,
TW27,22221019,-26.80564499,-29.24705124,,
TW27,22221019,-15.57642078,-46.09399796,,
TW27,22221019,-33.86205673,-22.26537514,,
TW27,22221019,-59.54664612,-20.48414612,,
TW27,22221019,-65.28270721,-38.42723465,,
TW27,22221020,-51.42523193,-42.88031006,,
TW27,22221020,-55.70392227,-24.57599258,,
TW27,22221020,-46.872509,-16.96528244,,
TW27,22221020,-54.00365829,-13.11010265,,
TW27,22221020,-43.63390732,-25.93371391,,
TW27,22221020,-41.55373001,-8.59474659,,
TW27,22221020,-28.09485626,-53.11927032,,
TW27,22221020,-32.927845,-38.42100906,,
TW27,22221020,-47.02820969,-16.51063347,,
TW27,22221020,-67.02033997,-32.2303009,,
TW27,22221020,-72.7003479,-15.32729816,,
TW27,22221020,-49.09593201,-19.79905701,,
TW27,22221020,-59.11067963,-7.230797768,,
TW27,22221020,-66.1297226,-31.33968353,,
TW27,22221020,-52.62725067,-39.80986786,,
TW27,22221020,-14.41799831,-35.78030396,,
TW27,22221020,-38.24039459,-14.4366827,,
TW27,22221020,-48.55408859,-30.85389519,,
TW27,22221020,-33.27661514,-22.29028893,,
TW27,22221020,-58.71208191,-41.0118866,,
TW27,22221020,-9.205098152,-2.491230965,,
TW27,22221020,-47.53268433,-21.28756714,,
TW27,22221020,-70.63262177,-20.58379555,,
TW27,22221020,-31.71336937,-23.16844749,,
TW27,22221020,-28.51836586,-8.376763344,,
TW27,22221020,-35.06407547,-33.23302078,,
TW27,22221020,-27.97652245,-12.10738182,,
TW27,22221020,-27.54678535,-12.28799629,,
TW27,22221020,-21.16300583,-49.2391777,,
TW27,22221020,-26.83055687,-27.44090843,,
TW27,22221020,-32.17424774,-8.370535851,,
TW27,22221020,-31.87529945,-28.82354164,,
TW27,22221020,-37.23144531,-12.20703125,,
TW27,22221020,-59.75839996,-32.29257965,,
TW27,22221020,-43.29136276,-31.08433342,,
TW27,22221020,-54.72611237,-27.26029396,,
TW27,22221020,-34.88968658,-62.96585846,,
TW27,22221020,-42.73083878,-29.91345406,,
TW27,22221020,-20.83291817,-10.4569416,,
TW27,22221020,-30.47398186,-17.65659904,,
TW27,22221020,-30.99091148,-31.60126305,,
TW27,22221020,-57.69690704,-16.80335236,,
TW27,22221020,-27.77099609,-25.32958984,,
TW27,22221020,-22.49581528,-13.34054089,,
TW27,22221020,-16.23659706,-21.11940956,,
TW27,22221020,-55.5233078,-31.1092453,,
TW27,22221020,-53.91023636,-38.04109573,,
TW27,22221020,-52.37190247,-38.94416809,,
TW27,22221020,-64.29244232,-42.31978607,,
TW27,22221020,-64.27998352,-39.86592102,,
TW27,22221020,-52.32207489,-12.03887272,,
TW27,22221020,-13.55229568,-81.30132294,,
TW27,22221020,-68.53376007,-19.09528542,,
TW27,22221020,-40.19601059,-32.26144028,,
TW27,22221020,-33.03994751,-12.28799629,,
TW27,22221020,-54.14067459,-8.974658966,,
TW27,22221020,-30.33073616,-54.13444519,,
TW27,22221020,-10.23895931,-15.73212337,,
TW27,22221020,-25.89011765,-25.27976608,,
TW27,22221020,-50.37891769,-35.73048019,,
TW27,22221021,-54.77593994,-32.19293213,,
TW27,22221021,-52.7455864,-8.189921379,,
TW27,22221021,-35.3007431,-10.8866787,,
TW27,22221021,-29.22836685,-45.09750748,,
TW27,22221021,-34.47240829,-6.396235466,,
TW27,22221021,-34.02398682,-63.93121338,,
TW27,22221021,-23.8535347,-51.31935501,,
TW27,22221021,-33.56310654,-7.31799078,,
TW27,22221021,-41.14267731,-18.55966949,,
TW27,22221021,-45.44005203,-38.72618484,,
TW27,22221021,-52.00444412,-15.38335037,,
TW27,22221021,-57.31076431,-33.50705338,,
TW27,22221021,-74.38815308,-17.0151062,,
TW27,22221021,-57.186203,-35.21354675,,
TW27,22221021,-29.22213745,-9.080536842,,
TW27,22221021,-39.35522079,-46.67943954,,
TW27,22221021,-42.31355667,-28.8858223,,
TW27,22221021,-53.27497101,-47.17145538,,
TW27,22221021,-27.08590698,-6.333954334,,
TW27,22221021,-46.94724655,-18.26072311,,
TW27,22221021,-39.82232666,-30.66705132,,
TW27,22221021,-41.62223816,-21.4806385,,
TW27,22221021,-38.45837784,-29.30310249,,
TW27,22221021,-44.14461136,-44.14461136,,
TW27,22221021,-38.24662018,-37.02591705,,
TW27,22221021,-56.54471207,-55.32400894,,
TW27,22221021,-33.12091446,-17.8621254,,
TW27,22221021,-19.61844254,-16.56668472,,
TW27,22221021,-55.87208176,-13.14747047,,
TW28,22221028,-4.677286148,-5.897989273,,
TW28,22221028,-5.138163567,-5.748515129,,
TW28,22221028,-3.487723112,-15.6947546,,
TW28,22221028,-5.41219902,-12.73641777,,
TW28,22221028,-1.899563551,-1.899563551,,
TW28,22221028,-3.263512373,-3.873863935,,
TW28,22221028,-3.985969305,-5.206672668,,
TW28,22221028,5.119479656,-2.815090895,,
TW28,22221028,-15.83177185,-3.014389277,,
TW28,22221028,-0.653948128,-2.485002756,,
TW28,22221028,-0.759825408,-1.980528593,,
TW28,22221028,-1.837282777,-3.057985783,,
TW28,22221028,-1.420001626,-4.471759319,,
TW28,22221028,-1.077457309,-3.518863678,,
TW28,22221028,-2.572195768,-4.403250694,,
TW28,22221028,1.463598132,-1.58815968,,
TW28,22221028,-1.158422351,-4.210180283,,
TW28,22221028,-2.073949814,-6.346410751,,
TW28,22221028,-3.730618238,-5.561672688,,
TW28,22221028,-33.73749542,-3.219915867,,
TW28,22221028,-4.714654446,-2.883599758,,
TW28,22221028,-3.475267172,-7.747727871,,
TW28,22221028,-4.322285652,-4.932637215,,
TW28,22221028,-4.88904047,-3.668337345,,
TW28,22221028,-6.140883923,-6.140883923,,
TW28,22221028,-4.023337841,-5.854392529,,
TW28,22221028,-5.075882912,-5.686234474,,
TW28,22221028,-6.259217739,-6.869569302,,
TW28,22221028,-28.73011971,-15.91273689,,
TW28,22221028,-9.578783035,-38.26530457,,
TW28,22221028,-8.426588058,-32.84065247,,
TW28,22221028,-9.678431511,-7.8473773,,
TW28,22221028,-10.74966145,-5.866848469,,
TW28,22221028,-4.814303875,-4.814303875,,
TW28,22221028,-10.61264324,-5.119479656,,
TW28,22221028,-7.386499405,-4.334741592,,
TW28,22221028,-10.0458889,-9.435537338,,
TW28,22221028,-9.566326141,-7.124920368,,
TW28,22221028,-8.165009499,-5.723602772,,
TW28,22221028,-6.981674671,-6.981674671,,
TW28,22221028,-23.46739388,-49.10216141,,
TW28,22221028,-9.759396553,-10.36974812,,
TW28,22221028,-26.27002907,-25.04932594,,
TW28,22221028,-54.85067749,-9.684659958,,
TW28,22221028,-17.06493187,-62.84129715,,
TW28,22221028,-53.5614624,-24.26458931,,
TW28,22221028,-46.1625061,-44.94180298,,
TW28,22221028,-29.35292816,-25.08046722,,
TW28,22221028,-68.69569397,-23.52967644,,
TW28,22221028,-58.20138168,-6.321498394,,
TW28,22221028,-39.59811401,-49.36373901,,
TW28,22221028,-16.15563202,-12.49352264,,
TW28,22221028,-50.31040573,-47.86899948,,
TW28,22221028,-53.67979813,-33.53819656,,
TW28,22221028,-29.37784004,-42.80557251,,
TW28,22221028,-60.06980515,-25.27976608,,
TW28,22221028,-37.31240845,-23.88467598,,
TW28,22221028,-24.07774544,-56.42638016,,
TW28,22221028,-29.13494492,-39.51092148,,
TW28,22221028,-17.94931793,-60.06357574,,
TW28,22221028,-41.50390625,-61.03515625,,
TW28,22221028,-42.10802841,-32.95275497,,
TW28,22221028,-20.38449669,-48.46066666,,
TW28,22221028,-51.8985672,-50.06751251,,
TW28,22221028,-65.1519165,-14.49273586,,
TW28,22221028,-37.45565796,-22.19686699,,
TW28,22221028,-36.21004105,-16.06843948,,
TW28,22221028,-26.48801231,-35.64328384,,
TW28,22221028,-35.51872253,-35.51872253,,
TW28,22221028,-16.01861382,-25.17388725,,
TW28,22221028,-38.96285248,-59.10445404,,
TW28,22221028,-37.23767471,-20.75818062,,
TW28,22221028,-26.33853912,-40.37662506,,
TW28,22221028,-55.00014877,-14.7169466,,
TW28,22221028,-19.60598755,-54.39602661,,
TW28,22221028,-47.08426285,-3.749302387,,
TW28,22221028,-19.97967148,-5.941585541,,
TW28,22221028,-59.04217148,-29.74529648,,
TW28,22221028,-47.19013977,-57.56611633,,
TW28,22221028,-57.31076431,-39.00021744,,
TW28,22221028,-37.57398987,-47.94996643,,
TW28,22221028,-31.6760006,-13.97580528,,
TW28,22221028,-30.26845551,-19.28212738,,
TW28,22221028,-36.24740982,-49.6751442,,
TW28,22221028,-33.50082779,-35.94223404,,
TW28,22221028,-8.463956833,-62.7852478,,
TW28,22221028,-51.86119843,-52.47154999,,
TW28,22221028,-25.58494186,-39.6230278,,
TW28,22221028,-54.8195343,-16.97773743,,
TW28,22221028,-65.29515839,-30.50512123,,
TW28,22221028,-33.0648613,-14.14396286,,
TW29,22118001,-3.931382179,-14.9177103,,
TW29,22118001,-2.746582031,-3.356933594,,
TW29,22118001,-3.92539835,-5.146101475,,
TW29,22118001,-33.63515854,-1.896876931,,
TW29,22118001,-4.134832859,-5.355535984,,
TW29,22118001,-3.775802374,-4.386153698,,
TW29,22118001,-4.206638813,-4.816990376,,
TW29,22118001,-0.730028331,-3.781786203,,
TW29,22118001,-5.810307503,-2.75854969,,
TW29,22118001,1.896876931,-1.154880881,,
TW29,22118001,-18.02332306,-3.985236645,,
TW29,22118001,-3.327014446,-3.327014446,,
TW29,22118001,-3.733915329,-3.123563766,,
TW29,22118001,-4.583620548,-5.193972111,,
TW29,22118001,-8.736404419,-7.515701771,,
TW29,22118001,-9.723737717,-6.671980381,,
TW29,22118001,-6.378772259,-6.378772259,,
TW29,22118001,-4.984537601,-8.646647453,,
TW29,22118001,-1.304476857,-3.745883226,,
TW29,22118001,-10.66320038,-8.832145691,,
TW29,22118001,-10.04686546,-22.86424828,,
TW29,22118001,-8.305568695,-6.474513531,,
TW29,22118001,-8.07818222,-8.688533783,,
TW29,22118001,-8.191875458,-8.80222702,,
TW29,22118001,-14.98353291,-8.880017281,,
TW29,22118001,-8.018343925,-15.34256268,,
TW29,22118001,-7.731119633,-7.12076807,,
TW29,22118001,-5.08027935,-5.690630913,,
TW29,22118001,-4.751168251,-4.751168251,,
TW29,22118001,-8.449180603,-5.397422791,,
TW29,22118001,-7.258396626,-7.868748188,,
TW29,22118001,-11.24961662,-11.24961662,,
TW29,22118001,-30.05083847,-17.23345566,,
TW29,22118001,-10.2981863,-10.2981863,,
TW29,22118001,-5.421358109,-9.693819046,,
TW29,22118001,-10.10670376,-10.10670376,,
TW29,22118001,-9.502336502,-13.16444588,,
TW29,22118001,-11.35732651,-10.13662338,,
TW29,22118001,-9.520287514,-27.22048378,,
TW29,22118001,-9.801527977,-15.29469204,,
TW29,22118001,-8.443196297,-10.88460255,,
TW29,22118001,-8.269665718,-8.880017281,,
TW29,22118001,-21.7153511,-10.11867142,,
TW29,22118001,-103.9811707,-15.48019123,,
TW29,22118001,-10.11268806,-19.87831306,,
TW29,22118001,-16.11447716,-16.72482872,,
TW29,22118001,-11.89587116,-17.99938774,,
TW29,22118001,-10.50762081,-17.22148895,,
TW29,22118001,-20.73400116,-27.44786835,,
TW29,22118001,-21.72133446,-38.81118011,,
TW29,22118001,-28.67455482,-10.97436047,,
TW29,22118001,-15.5759325,-24.73120689,,
TW29,22118001,-27.96846199,-15.76143169,,
TW29,22118001,-6.145402431,-11.63856697,,
TW29,22118001,-58.59973526,-26.25110054,,
TW29,22118001,-36.86643219,-33.20432281,,
TW29,22118001,-13.03280067,-19.74666786,,
TW29,22118001,-17.0180378,-37.15963745,,
TW29,22118001,-16.89237785,-18.11308098,,
TW29,22118001,-57.1995163,-21.18877411,,
TW29,22118001,-12.20104694,-18.30456352,,
TW29,22118001,-7.378073215,-17.7540493,,
TW29,22118001,-31.52286339,-49.83340836,,
TW29,22118001,-9.412578583,-33.21628952,,
TW29,22118001,-25.92797279,-20.43480873,,
TW29,22118001,-9.053547859,-20.6502285,,
TW29,22118001,-39.7865448,-33.68302917,,
TW29,22118001,-16.50342751,-12.84131813,,
TW29,22118001,-32.34863281,-12.81738281,,
TW29,22118001,-16.15636444,-22.87023163,,
TW29,22118001,-23.64813042,-21.81707573,,
TW29,22118001,-31.95369911,-53.92635727,,
TW29,22118001,-56.12840652,-16.45555687,,
TW29,22118001,-7.557588577,-38.07516479,,
TW29,22118001,-20.53055191,-19.92020035,,
TW29,22118001,-31.04415512,-23.10958481,,
TW29,22118001,-10.38196087,-8.550906181,,
TW29,22118001,-12.8592701,-9.197160721,,
TW29,22118001,-35.88508224,-22.45734787,,
TW29,22118001,-10.28023529,-21.26656342,,
TW29,22118001,-37.36309052,-28.20781708,,
TW29,22118001,-9.185193062,-26.88538742,,
TW29,22118001,-4.619523525,-4.619523525,,
TW29,22118001,-9.598077774,-9.598077774,,
TW29,22118001,-29.8892746,-43.92736053,,
TW29,22118001,-15.95291424,-11.6804533,,
TW29,22118001,-17.86774254,-5.050360203,,
TW29,22118001,-17.84380722,-36.1543541,,
TW29,22118001,-7.976457119,-12.8592701,,
TW29,22118001,-14.61253452,-12.17112827,,
TW29,22118001,-30.53553009,-15.27674103,,
TW29,22118001,-14.43900299,-28.47708893,,
TW29,22118001,-13.72692585,-13.72692585,,
TW29,22118001,-11.01026344,-11.01026344,,
TW29,22118001,-9.412578583,-10.02293015,,
TW29,22118001,-12.58999729,-23.57632446,,
TW29,22118001,-8.670582771,-9.280934334,,
TW29,22118001,-12.72762489,-16.38973427,,
TW29,22118001,-27.81288338,-14.385149,,
TW29,22118001,-18.56186867,-15.5101099,,
TW29,22118001,-10.33408928,-12.77549553,,
TW29,22118001,-12.9370594,-20.26127815,,
TW29,22118001,-24.36619186,-7.886699677,,
TW29,22118001,-10.84869957,-12.06940269,,
TW29,22118001,-9.998994827,-9.998994827,,
TW29,22118001,-36.79462433,-48.39130402,,
TW29,22118001,-17.38305092,-11.88988781,,
TW29,22118001,-31.88787651,-8.084166527,,
TW29,22118001,-8.987726212,-12.64983559,,
TW29,22118001,-7.856780529,-9.077483177,,
TW29,22118001,-10.84271622,-23.04974747,,
TW29,22118001,-4.900763988,-34.19763947,,
TW29,22118001,-10.48368549,-12.31474018,,
TW29,22118001,-19.67486191,-33.71294785,,
TW29,22118001,-25.77837753,-8.688533783,,
TW30,22118024,1.731285691,2.341637135,,
TW30,22118024,-4.554161549,-3.943809986,,
TW30,22118024,-5.528376579,-3.086970329,,
TW30,22118024,-5.146906853,-2.09514904,,
TW30,22118024,-5.880502701,-7.101205826,,
TW30,22118024,-2.82874465,-2.82874465,,
TW30,22118024,-14.89492607,-7.570706844,,
TW30,22118024,-3.902728796,-5.733783245,,
TW30,22118024,-13.72704124,-4.571767807,,
TW30,22118024,-5.405132771,-13.33970261,,
TW30,22118024,-4.542424202,-2.711369514,,
TW30,22118024,-5.845290184,-7.065993309,,
TW30,22118024,-1.590435266,-1.590435266,,
TW30,22118024,-5.305363655,-38.26434708,,
TW30,22118024,-28.17594147,-8.644690514,,
TW30,22118024,-13.56271553,-39.19748306,,
TW30,22118024,-3.67384696,-21.98439407,,
TW30,22118024,-42.41356659,-14.94774437,,
TW30,22118024,-7.793719769,-14.50758743,,
TW30,22118024,-4.900418758,-24.43166924,,
TW30,22118024,-6.085909367,-31.72067451,,
TW30,22118024,-4.812387466,-23.7332859,,
TW30,22118024,-17.21308708,-22.09589958,,
TW30,22118024,-13.61553478,-10.56377697,,
TW30,22118024,-9.407629967,-5.135169506,,
TW30,22118024,-3.503652811,-27.30736351,,
TW30,22118024,-36.77368164,-8.697509766,,
TW30,22118024,-10.62833309,-6.355872631,,
TW30,22118024,-8.809016228,-2.705500603,,
TW30,22118024,-15.92782784,-5.551851749,,
TW30,22118024,-19.9479332,-42.53094101,,
TW30,22118024,-7.136418343,-3.474308968,,
TW30,22118024,-23.08185196,-11.48517323,,
TW30,22118024,-12.61784458,-13.22819614,,
TW30,22118024,-7.999126911,-4.947369099,,
TW30,22118024,-28.52806664,-7.165761948,,
TW30,22118024,-18.17556572,-12.07205009,,
TW30,22118024,-4.824124813,-1.772367001,,
TW30,22118024,-17.66498184,-14.61322498,,
TW30,22118024,-2.793532133,-10.72810268,,
TW30,22118024,-3.086970329,-1.255915761,,
TW30,22118024,-4.072922707,-2.85221982,,
TW30,22118024,-4.243117332,-3.632765532,,
TW30,22118024,-17.70606422,-25.64063454,,
TW30,22118024,-8.145845413,-3.26303339,,
TW30,22118024,10.66941452,8.22800827,,
TW30,22118024,-4.829993725,-2.998939037,,
TW30,22118024,-2.682025671,-3.292377234,,
TW30,22118024,-8.62121582,2.975463867,,
TW30,22118024,-18.4807415,-11.15652275,,
TW30,22118024,-9.284386635,0.481238723,,
TW30,22118024,-2.717238188,-29.57270622,,
TW30,22118024,1.467191219,2.077542782,,
TW30,22118024,1.044640183,-16.04520416,,
TW30,22118024,-2.946120024,-23.69807243,,
TW30,22118024,-6.707998276,-1.825185895,,
TW30,22118024,-3.527127743,-25.49978447,,
TW30,22118024,-11.67297363,-14.11437988,,
TW30,22118024,-24.30255508,-32.84747696,,
TW30,22118024,-74.18119049,-48.54642487,,
TW30,22118024,-43.40538788,-15.93956566,,
TW30,22118024,-60.37198639,-39.0096817,,
TW30,22118024,-42.83024597,-38.55778503,,
TW30,22118024,-63.8462944,-47.36680222,,
TW30,22118024,-71.19985962,-33.35805893,,
TW30,22118024,-50.57701874,-61.56334686,,
TW30,22118024,-85.07361603,-33.80408478,,
TW30,22118024,-71.31723022,-35.91684341,,
TW30,22118024,-51.00543594,-65.0435257,,
TW30,22118024,-47.02054596,-59.22757721,,
TW30,22118024,-23.02316475,-73.68234253,,
TW30,22118024,-39.4850502,-40.09540176,,
TW30,22118024,-29.03277969,-45.51227188,,
TW30,22118024,-81.52301788,-29.03277969,,
TW30,22118024,-34.34401321,-31.2922554,,
TW30,22118024,-35.14803314,-48.57576752,,
TW30,22118024,-70.33715057,-51.41625214,,
TW30,22118024,-66.99781799,-45.63551712,,
TW30,22118024,-76.31742096,-23.82718658,,
TW30,22118024,-52.56652832,-62.33215332,,
TW30,22118024,-37.02603912,-44.96060944,,
TW30,22118024,-68.88756561,-62.17369843,,
TW30,22118024,-70.44278717,-41.75626373,,
TW30,22118024,-64.03996277,-26.1981678,,
TW30,22118024,-34.05644226,-55.41874695,,
TW30,22118024,-89.48693085,-8.92052269,,
TW30,22118024,-34.10926056,-67.06824493,,
TW30,22118024,-33.98601913,-51.68621445,,
TW30,22118024,-65.63040161,-43.65774155,,
TW30,22118024,-21.95504951,-55.52438736,,
TW30,22118024,-49.35631561,-41.4217453,,
TW30,22118024,-32.61859512,-48.48773575,,
TW30,22118024,-41.99101257,-43.2117157,,
TW30,22118024,-66.31704712,-24.81313896,,
TW30,22118024,-78.43604279,-36.32178497,,
TW30,22118024,-51.89748764,-19.54885674,,
TW30,22118024,-36.24549103,-5.72791481,,
TW30,22118024,-48.21190643,-56.14647675,,
TW30,22118024,-71.78673553,-57.13829803,,
TW30,22118024,-53.95155716,-50.28944778,,
TW30,22118024,-50.31879044,-44.82562637,,
TW30,22118024,-52.31417084,-18.13448334,,
TW30,22118024,-23.11706543,-42.03796387,,
TW30,22118024,-35.55297852,-36.77368164,,
TW30,22118024,-67.56122589,-26.66766739,,
TW30,22118024,-36.44503021,-15.08272648,,
TW30,22118024,-11.42648506,-32.78879166,,
TW30,22118024,-52.26135254,-43.71643066,,
TW30,22118024,-37.53662109,-46.69189453,,
TW30,22118024,-50.92327499,-48.48186874,,
TW30,22118024,-58.72286224,-20.27071381,,
TW30,22118024,-11.98988724,-48.61098099,,
TW30,22118024,-33.15852356,-41.09309387,,
TW30,22118024,-67.20909882,-48.28820038,,
TW30,22118024,-53.15340424,-22.02547455,,
TW30,22118024,-66.90392303,-18.07579613,,
TW30,22118024,-70.06718445,-20.62870979,,
TW30,22118024,-24.86595726,-82.23900604,,
TW30,22118024,-36.79715729,-32.52469635,,
TW30,22118024,-56.02909851,-20.62870979,,
TW30,22118024,-38.10002136,-27.72404671,,
TW30,22118024,-67.54361725,-41.29850006,,
TW30,22118024,-36.85584259,-61.26990509,,
TW30,22118024,-53.38228607,-11.87838078,,
TW30,22118024,-71.45808411,-51.92683411,,
TW31,22219001,-7.261388302,-21.29947472,,
TW31,22219001,2.037497044,-1.01426065,,
TW31,22219001,-8.105110168,-9.325813293,,
TW31,22219001,-8.338479042,-6.507424831,,
TW31,22219001,-9.469425201,-10.69012833,,
TW31,22219001,-7.719151974,-8.329504013,,
TW31,22219001,-7.728127956,-8.948830605,,
TW31,22219001,-9.846406937,-6.794649124,,
TW31,22219001,-6.229176044,-5.618824482,,
TW31,22219001,-8.544921875,-8.544921875,,
TW31,22219001,-10.59139442,-26.46053505,,
TW31,22219001,-4.532757759,-4.532757759,,
TW31,22219001,-13.86754608,-8.984733582,,
TW31,22219001,-4.487879276,-13.64315224,,
TW31,22219001,-10.50163746,-10.50163746,,
TW31,22219001,-13.05972862,-11.22867393,,
TW31,22219001,-7.36909771,-6.758746147,,
TW31,22219001,-5.906048775,-4.68534565,,
TW31,22219001,-14.44199467,-12.61093998,,
TW31,22219001,-10.89657021,-17.00008583,,
TW31,22219001,-6.139418602,-6.139418602,,
TW31,22219001,-4.155776024,-13.92140102,,
TW31,22219001,-8.589800835,-13.47261333,,
TW31,22219001,-7.728127956,-11.39023685,,
TW31,22219001,-8.203843117,-8.814194679,,
TW31,22219001,-10.95940113,-7.297291279,,
TW31,22219001,-12.07239532,-29.77259064,,
TW31,22219001,-7.638370514,-22.89715958,,
TW31,22219001,-25.98481941,-27.20552254,,
TW31,22219001,-22.10729218,-48.35240936,,
TW31,22219001,-32.17809296,-73.07164764,,
TW31,22219001,-91.35527039,-44.96854782,,
TW31,22219001,-55.80228806,-19.18119621,,
TW31,22219001,-39.61899567,-47.55356598,,
TW31,22219001,-35.42731857,-133.693924,,
TW31,22219001,-38.28160858,-91.99254608,,
TW31,22219001,-46.78165054,-134.6722717,,
TW31,22219001,-60.54148865,-119.1352386,,
TW31,22219001,-42.55406952,-87.10973358,,
TW31,22219001,-23.48058319,-59.49132538,,
TW31,22219001,-18.5439167,-52.11325073,,
TW31,22219001,-59.67084122,-37.69818497,,
TW31,22219001,-61.19672012,-39.83441544,,
TW31,22219001,-81.52680969,-79.08540344,,
TW31,22219001,-53.74684143,-76.94020081,,
TW31,22219001,-83.90538788,-77.80187225,,
TW31,22219001,-8.72443676,-87.45978546,,
TW31,22219001,-53.14546585,-60.4696846,,
TW31,22219001,-39.58309555,-88.41121674,,
TW31,22219001,-73.690979,-79.18414307,,
TW31,22219001,-94.68527222,-63.55734253,,
TW31,22219001,-64.16769409,-101.3991394,,
TW31,22219001,-62.04941559,-87.07382965,,
TW31,22219001,-67.45281982,-94.91864014,,
TW31,22219001,-38.63166428,-71.59064484,,
TW31,22219001,-46.54828262,-98.42816162,,
TW31,22219001,-34.05402756,-71.89582062,,
TW31,22219001,-33.42572403,-27.3222084,,
TW31,22219001,-38.84708023,-87.67520905,,
TW31,22219001,-46.6111145,-68.58377075,,
TW32,22221023,-7.187201023,-2.914740086,,
TW32,22221023,-1.824826598,-3.655881405,,
TW32,22221023,-2.223423481,-5.275181293,,
TW32,22221023,-8.146325111,1.008948445,,
TW32,22221023,-3.437898636,-4.048250198,,
TW32,22221023,-4.907724857,-3.687021732,,
TW32,22221023,-4.397022247,-9.279834747,,
TW32,22221023,-4.446846962,-3.226144075,,
TW32,22221023,-16.72238731,-14.28098106,,
TW32,22221023,-6.664042473,-5.443339348,,
TW32,22221023,-4.571408749,-5.181760311,,
TW32,22221023,-13.71422577,-6.390007019,,
TW32,22221023,-4.89526844,-5.505620003,,
TW32,22221023,-8.47018528,-5.418426991,,
TW32,22221023,-5.860620499,-6.470972061,,
TW32,22221023,-12.39387321,-8.73176384,,
TW32,22221023,-3.72439003,-19.59353065,,
TW32,22221023,-3.207459688,-5.038514614,,
TW32,22221023,-6.122200012,-4.901496887,,
TW32,22221023,-2.354213238,-2.354213238,,
TW32,22221023,-6.950534344,-26.48178482,,
TW32,22221023,-4.652373791,-13.80764675,,
TW32,22221023,-9.198869705,-6.757463932,,
TW32,22221023,-6.788604259,-4.957549572,,
TW32,22221023,-4.963777542,-9.846590042,,
TW32,22221023,-94.85984039,-99.13230133,,
TW32,22221023,-113.2638092,-69.92884827,,
TW32,22221023,-86.98755646,-89.42896271,,
TW32,22221023,-112.8776703,-90.29466248,,
TW32,22221023,-90.1078186,-69.35586548,,
TW32,22221023,-69.48665619,-80.47298431,,
TW32,22221023,-70.14683533,-52.4466362,,
TW32,22221023,-61.6579628,-77.52710724,,
TW32,22221023,-65.89305878,-66.50341034,,
TW32,22221023,-103.9341507,-81.35114288,,
TW32,22221023,-64.47928619,-5.885532856,,
TW32,22221023,-95.29580688,-45.24697876,,
TW32,22221023,-84.81395721,-73.21727753,,
TW32,22221023,-76.18806458,-59.7085762,,
TW32,22221023,-94.11870575,-31.86284256,,
TW32,22221023,-6.128427982,-92.79834747,,
TW32,22221023,-52.93865585,-73.69061279,,
TW32,22221023,-65.91796875,-64.08691406,,
TW32,22221023,-67.30683136,-25.19257164,,
TW32,22221023,-90.36940002,-86.09693909,,
TW32,22221023,-72.12736511,-91.65861511,,
TW32,22221023,-44.74250793,-67.32551575,,
TW32,22221023,-81.48815918,-50.36023331,,
TW32,22221023,-73.24841309,-68.36560059,,
TW32,22221023,-91.45931244,-73.75911713,,
TW32,22221023,-62.69805145,-96.26738739,,
TW32,22221023,-71.68516541,-20.41563606,,
TW32,22221023,-51.73040771,-81.63763428,,
TW32,22221023,-65.52559662,-64.30489349,,
TW32,22221023,-121.2980347,-76.13201904,,
TW32,22221023,-80.63491821,-94.06265259,,
TW32,22221023,-66.06744385,-27.00494194,,
TW32,22221023,-9.64106369,-72.50727081,,
TW32,22221023,-69.71086884,-72.76262665,,
TW32,22221023,-58.32594299,-66.87086487,,
TW32,22221023,-78.07517242,-7.884745598,,
TW32,22221023,-62.85375595,-41.49145126,,
TW32,22221023,-18.98317909,-72.08376312,,
TW32,22221023,-85.24369049,-63.8813858,,
TW32,22221023,-40.63820267,-47.96242142,,
TW32,22221023,-61.28427887,-28.93564606,,
TW32,22221023,-84.34684753,-47.72575378,,
TW32,22221023,-78.33052826,-24.61958885,,
TW32,22221023,-78.93464661,-67.94831848,,
