letter,ID,P1,P2,X,Y
TW18,22314033,-4.773990154,-24.30524063,,
TW18,22314033,-5.985230446,-29.17858887,,
TW18,22314033,-27.22451782,-30.27627563,,
TW18,22314033,-14.62004948,-15.23040104,,
TW18,22314033,-8.05758667,-11.10934448,,
TW18,22314033,-11.66291904,-31.19417,,
TW18,22314033,-7.901450634,-40.86043549,,
TW18,22314033,-32.54262161,-17.28383064,,
TW18,22314033,-27.17247391,-20.45860672,,
TW18,22314033,-26.81288528,-12.7748003,,
TW18,22314033,-18.18279839,-8.417174339,,
TW18,22314033,-20.71883392,-11.56355953,,
TW18,22314033,-26.48168755,-27.09203911,,
TW18,22314033,-29.68011856,-26.62836075,,
TW18,22314033,-7.996078491,-30.5790863,,
TW18,22314033,-12.57608128,-7.693268299,,
TW18,22314033,-1.315331221,-16.57411957,,
TW18,22314033,2.867233038,-13.61225891,,
TW18,22314034,-20.59581757,-29.14073944,,
TW18,22314034,-9.931223869,-14.20368481,,
TW18,22314034,-8.223186493,-7.612834454,,
TW18,22314034,-14.78564835,-24.55127335,,
TW18,22314034,-0.037851259,-35.43824005,,
TW18,22314034,-8.904508591,-13.17696953,,
TW18,22314034,-14.26046181,-35.01241684,,
TW18,22314034,-22.29439163,-9.47700882,,
TW18,22314034,-6.694941521,-10.3570509,,
TW18,22314034,-14.99383068,-13.77312756,,
TW18,22314034,-5.734466076,-18.55184937,,
TW18,22314034,-34.33582306,-19.077034,,
TW18,22314034,-18.01246834,-24.11598396,,
TW18,22314034,-19.78201485,-9.406038284,,
TW18,22314034,-21.90641594,-18.85465813,,
TW18,22314034,-18.59916306,-38.13041306,,
TW18,22314034,-20.16052628,-15.88806629,,
TW18,22314034,-18.75056839,-28.51619339,,
TW18,22314034,-19.70158005,-30.07755661,,
TW18,22314034,-24.68848419,-24.07813263,,
TW18,22314034,-10.16779423,-35.8025589,,
TW18,22314034,-6.60977602,-13.32364368,,
TW18,22314034,-14.96071053,-18.01246834,,
TW18,22314034,-7.816285133,-5.374878883,,
TW18,22314034,-17.99354172,-11.89002705,,
TW18,22314034,-18.52346039,-31.95119476,,
TW18,22314034,-11.31752682,-6.434714317,,
TW18,22314034,-15.70827293,-30.35671043,,
TW18,22314034,-7.314755917,4.892275333,,
TW18,22314034,-17.8279438,-15.3865366,,
TW18,22314034,-5.937916279,-6.548267841,,
TW18,22314034,-3.714154959,-15.31083488,,
TW18,22314034,-4.745601654,-29.15966415,,
TW18,22314034,-22.18083763,-4.480642796,,
TW18,22314034,-47.39923859,-21.76447487,,
TW18,22314034,-11.67238235,-16.55519485,,
TW18,22314034,-7.130230904,-5.299176216,,
TW18,22314034,-12.7748003,-16.43690872,,
TW18,22314034,-34.85627747,-3.117997408,,
TW18,22314034,-22.73914337,-7.480355263,,
TW18,22314034,-10.51318741,-26.9926796,,
TW18,22314034,-7.480355263,-33.7254715,,
TW18,22314034,-12.10294056,-16.98575211,,
TW18,22314034,-13.77785873,-20.49172592,,
TW18,22314034,-4.305580616,-19.5643692,,
TW18,22314034,-18.34366608,-15.90226078,,
TW18,22314034,-1.419422269,-3.250476837,,
TW18,22314034,-4.513762951,-5.124114513,,
TW18,22314034,-13.60279655,-20.31666374,,
TW18,22314034,-28.17079926,-9.249901772,,
TW18,22314034,-25.45497131,-33.99989319,,
TW18,22314034,-34.23646545,-28.74329948,,
TW18,22314034,-13.55075073,-25.14743042,,
TW18,22314034,0.837459147,-1.603947163,,
TW18,22314034,-36.30882263,-15.5568676,,
TW18,22314034,-6.59085083,-13.91506958,,
TW18,22314034,-15.98269463,-25.13796806,,
TW18,22314034,-4.433328629,-22.13352394,,
TW18,22314034,-42.57793427,-7.787896633,,
TW18,22314034,-6.165023804,-31.18943787,,
TW18,22314035,-6.699673176,1.234897375,,
TW18,22314035,2.838844538,-13.64064789,,
TW18,22314035,-8.639550209,-9.249901772,,
TW18,22314035,-8.644281387,-14.74779701,,
TW18,22314035,-3.326179504,-32.6230545,,
TW18,22314035,-20.10848236,-20.71883392,,
TW18,22314035,-3.524898529,-29.15966415,,
TW18,22314035,-21.15885353,-11.39322948,,
TW18,22314035,-24.77364922,-21.11153984,,
TW18,22314035,-10.00692654,-22.8243103,,
TW18,22314035,-16.4321785,-14.60112381,,
TW18,22314035,-11.07149315,-7.409384251,,
TW18,22314035,-11.11880779,-58.11587906,,
TW18,22314035,-4.244072437,-10.9579401,,
TW18,22314035,-13.07287884,-13.6832304,,
TW18,22314035,-23.37315369,-20.32139587,,
TW18,22314035,-14.13271427,-11.08095646,,
TW18,22314035,-15.04114437,-29.07922935,,
TW18,22314035,-1.760083556,-3.591138363,,
TW18,22314035,0.189256296,-6.524610996,,
TW18,22314035,-2.971323967,-3.581675529,,
TW18,22314035,-30.25261879,-30.86297035,,
TW18,22314035,-9.268827438,-0.113553777,,
TW18,22314035,-12.68963528,-33.44158936,,
TW18,22314035,-3.217357159,-27.02106857,,
TW18,22314035,-15.8170948,-20.08955574,,
TW18,22314035,-26.16468239,-13.95765209,,
TW18,22314035,-5.923722267,-33.99989319,,
TW18,22314035,-39.27541351,-19.13381195,,
TW18,22314035,-3.505972862,-22.42687225,,
TW18,22314035,-18.66067123,-32.08840561,,
TW18,22314035,-6.728061199,-22.5972023,,
TW18,22314035,-16.82015419,-34.5203476,,
TW18,22314035,-21.63672638,-24.68848419,,
TW18,22314035,-18.46668243,-26.40125275,,
TW18,22314035,-65.9416275,-5.516820908,,
TW18,22314035,-46.25423813,-24.89193535,,
TW18,22314035,-58.57009125,-12.1833744,,
TW18,22314035,-35.5423317,-23.33530235,,
TW18,22314035,-8.961285591,-31.54429436,,
TW18,22314035,-10.94847679,-41.46605682,,
TW18,22314035,-12.5145731,-26.55265808,,
TW18,22314035,-36.71572113,-3.756737471,,
TW18,22314035,-12.77953148,-26.20726585,,
TW18,22314035,-21.37649918,-9.169467926,,
TW18,22314035,-32.77445984,-44.98149109,,
TW18,22314035,-24.10178947,-41.80198669,,
TW18,22314035,-24.87774086,-38.91582489,,
TW18,22314035,-30.33305359,-19.95707703,,
TW18,22314035,-27.50840378,-5.535746574,,
TW18,22314035,-15.07426453,-22.39848328,,
TW18,22314035,-20.88443184,-5.625643253,,
TW18,22314035,-33.98096848,-4.073741913,,
TW18,22314035,-13.1485815,-21.69350243,,
TW18,22314035,-8.947091103,-24.20588112,,
TW18,22314035,-18.10709572,-48.01432419,,
TW18,22314035,-13.74946976,-6.425251484,,
TW18,22314035,-3.004443645,-23.75639725,,
TW18,22314035,-17.6812706,-44.53673935,,
TW18,22314035,-25.45497131,-16.29969788,,
TW18,22314036,-3.222088575,-31.29825974,,
TW18,22314036,-8.156946182,-26.46749306,,
TW18,22314036,-23.48670578,-38.74549484,,
TW18,22314036,-20.7803421,-35.4287796,,
TW18,22314036,-42.30824661,-14.84242535,,
TW18,22314036,-26.8318119,-20.11794472,,
TW18,22314036,-18.2821579,-10.34758854,,
TW18,22314036,-27.66927147,-30.11067772,,
TW18,22314036,-19.08649826,-35.56599045,,
TW18,22314036,-6.756449699,-20.79453659,,
TW18,22314036,-14.44971848,-25.4360466,,
TW18,22314036,-27.33807182,-8.417174339,,
TW18,22314036,-6.647627354,-10.30973721,,
TW18,22314036,-46.44822693,-42.78611755,,
TW18,22314036,-20.04697418,-34.08506012,,
TW18,22314036,-11.68184471,-35.48555756,,
TW18,22314036,-17.58664131,-29.183321,,
TW18,22314036,-28.32693672,-35.040802,,
TW18,22314036,-24.54181099,-16.60724068,,
TW18,22314036,-15.58998775,-41.8351059,,
TW18,22314036,-23.3920784,-30.71629715,,
TW18,22314036,-28.63447762,-12.76533699,,
TW18,22314036,-10.03058338,-35.66534805,,
TW18,22314036,-12.18810558,-35.38146591,,
TW18,22314036,-9.841327667,-39.74855423,,
TW18,22314036,-2.564422846,-11.10934448,,
TW18,22314036,-12.17864323,-23.1649704,,
TW18,22314036,-18.88777924,-14.00496578,,
TW18,22314036,-19.33253098,-32.14991379,,
TW18,22314036,-6.737524033,-28.71018028,,
TW18,22314036,-27.73550987,-7.593908787,,
TW18,22314036,-13.93872643,-35.30102921,,
TW18,22314036,-30.92921066,-49.23975754,,
TW18,22314036,-9.117422104,-39.02465057,,
TW18,22314036,0.492066383,-15.9874258,,
TW18,22314036,-23.03249168,-2.890889883,,
TW18,22314036,-19.11961746,-27.05418777,,
TW18,22314036,-13.42773438,-39.0625,,
TW18,22314036,-20.54850197,-31.53483009,,
TW18,22314036,-8.24211216,-18.00773621,,
TW18,22314036,-12.78426266,-48.7950058,,
TW18,22314036,-4.802378654,-27.38538551,,
TW18,22314036,-19.35618782,-35.83568192,,
TW18,22314036,-14.62951183,-29.88830185,,
TW18,22314036,-29.27321815,-37.81813812,,
TW18,22314036,-13.20535851,-34.56766129,,
TW18,22314036,-16.2050705,-25.36034393,,
TW18,22314036,2.062893629,-34.55820084,,
TW18,22314036,-32.34863281,-20.75195313,,
TW18,22314036,-12.90727997,-44.03520966,,
TW18,22314036,-20.4727993,-52.21108246,,
TW18,22314036,-28.37425041,-42.41233826,,
TW18,22314036,-26.53373337,-28.97513962,,
TW18,22314036,-26.52427101,-10.65512943,,
TW18,22314036,-22.50730515,-42.64890671,,
TW18,22314036,-22.20449448,-20.37343979,,
TW18,22314036,-14.59639168,-19.47920418,,
TW18,22314036,-31.38815689,-25.89499283,,
TW18,22314036,-32.67036819,-20.46333694,,
TW18,22314036,-19.48393631,-33.52202225,,
TW18,22314037,-39.88576508,-25.23732758,,
TW18,22314037,-23.69488907,-13.92926311,,
TW18,22314037,-36.92390442,-12.50984097,,
TW18,22314037,-23.67123222,-21.84017754,,
TW18,22314037,-19.22843933,-41.20109558,,
TW18,22314037,-18.79314995,-39.54510498,,
TW18,22314037,-32.51896286,-23.97404099,,
TW18,22314037,-23.16970253,-21.33864784,,
TW18,22314037,-12.43413925,-33.79644394,,
TW18,22314037,-10.47533607,-31.2272892,,
TW18,22314037,-16.5788517,-29.39623451,,
TW18,22314037,-17.59610367,-5.999424458,,
TW18,22314037,-6.789569855,3.586406946,,
TW18,22314037,-35.45243454,-9.20731926,,
TW18,22314037,-7.948764324,-32.97317886,,
TW18,22314037,-20.12740707,-17.07564926,,
TW18,22314037,-27.91530418,-23.03249168,,
TW18,22314037,-6.037275791,-9.089034081,,
TW18,22314037,-36.0627861,-8.596967697,,
TW18,22314037,-36.24731445,-27.09203911,,
TW18,22314037,-6.623970509,-20.66205597,,
TW18,22314037,-8.412442207,-18.78841972,,
TW18,22314037,-23.99769783,-25.82875252,,
TW18,22314037,-30.98125648,-23.65703773,,
TW18,22314037,-10.76868343,-27.24817467,,
TW18,22314037,-8.294157028,-33.318573,,
TW18,22314037,-35.84514236,-32.18303299,,
TW18,22314037,-12.87889099,-38.51365662,,
TW18,22314037,-17.59137344,-28.57770157,,
TW18,22314037,-43.7513237,-28.49253654,,
TW18,22314037,-14.53961468,-24.30524063,,
TW18,22314037,-17.37845993,-21.04056931,,
TW18,22314037,-16.76337624,-46.06025314,,
TW18,22314037,-13.54128838,-28.80007744,,
TW18,22314037,-16.8059597,-39.99931717,,
TW18,22314037,-11.24655533,-11.85690689,,
TW18,22314037,-8.123826981,-32.53788757,,
TW18,22314037,-14.14690876,-50.76800156,,
TW18,22314037,-25.0953846,-30.58854866,,
TW18,22314037,-21.30552864,-36.5643158,,
TW18,22314037,-26.15995216,-15.17362404,,
TW18,22314037,-7.480355263,-11.14246464,,
TW18,22314037,-16.5457325,-32.41487122,,
TW18,22314037,-26.93117142,-17.16554642,,
TW18,22314037,-20.36870956,-13.65484238,,
TW18,22314037,-22.13352394,-40.44407272,,
TW18,22314037,-9.954881668,-17.27910042,,
TW18,22314037,-24.76418686,-29.0366478,,
TW18,22314037,-9.954881668,-14.83769417,,
TW18,22314037,-16.77757072,-18.60862541,,
TW18,22314037,-13.37568855,-33.51729202,,
TW18,22314037,-7.451966763,-42.85235596,,
TW18,22314037,-8.109632492,-24.58912468,,
TW18,22314037,-21.40015602,-25.0622654,,
TW18,22314037,-6.827421188,-30.63113213,,
TW18,22314037,-15.27771473,-37.25037003,,
TW18,22314037,-32.00323868,-1.485661983,,
TW18,22314037,-10.56996441,-34.98402786,,
TW18,22314037,-22.4505291,-35.26791,,
TW18,22314037,-9.661534309,-51.77579117,,
TW19,22314039,-9.136347771,-2.422480583,,
TW19,22314039,-3.699960709,-6.141366959,,
TW19,22314039,-3.610063791,-2.999712229,,
TW19,22314039,-1.253822923,-2.474526167,,
TW19,22314039,-4.16836977,-2.337315321,,
TW19,22314039,-0.392706811,-1.613409996,,
TW19,22314039,-2.777336121,-11.93260956,,
TW19,22314039,-2.621199846,-0.79014504,,
TW19,22314039,-1.012521148,-5.895333767,,
TW19,22314039,-3.468121767,-2.857770205,,
TW19,22314039,-6.789569855,-1.296405673,,
TW19,22314039,-2.829381704,-2.829381704,,
TW19,22314039,-18.1354847,-2.876695633,,
TW19,22314039,-2.105476379,-1.495124817,,
TW19,22314039,-1.859443188,-1.249091625,,
TW19,22314039,-2.214298725,-2.214298725,,
TW19,22314039,-4.338700771,-3.117997408,,
TW19,22314039,-5.975767612,-2.9240098,,
TW19,22314039,-3.43500185,-5.8764081,,
TW19,22314039,-4.688824654,-5.909527779,,
TW19,22314039,-3.070683479,-21.99158096,,
TW19,22314039,-40.52450562,-83.24911499,,
TW19,22314039,-28.49726677,-46.19746399,,
TW19,22314039,-73.94243622,-33.65923309,,
TW19,22314039,-116.3547745,-27.24344444,,
TW19,22314039,-35.93976974,-53.02961349,,
TW19,22314039,-42.78138733,-23.86048698,,
TW19,22314039,-38.55624008,-31.23202133,,
TW19,22314039,-32.05055237,-60.12672424,,
TW19,22314039,-95.98133087,-55.69812775,,
TW19,22314039,-38.13041306,-58.27201462,,
TW19,22314039,-52.72680664,-83.24438477,,
TW19,22314039,-49.22556305,-51.05661774,,
TW19,22314039,-109.1630325,-16.99994659,,
TW19,22314039,-60.88848114,-66.3816452,,
TW19,22314039,-32.19722748,-46.23531342,,
TW19,22314039,-72.45677185,-62.0807991,,
TW19,22314039,-30.53650284,-51.89880753,,
TW19,22314039,-63.6705513,-23.99769783,,
TW19,22314039,-42.32717133,-72.23439789,,
TW19,22314039,-48.31240082,-68.45400238,,
TW19,22314039,-37.49640274,-97.31085968,,
TW19,22314039,-19.43662262,-98.78232574,,
TW19,22314039,-73.15229034,-58.50385284,,
TW19,22314039,-37.60995865,-36.38925552,,
TW19,22314039,-67.9855957,-67.37524414,,
TW19,22314039,-47.88657379,-50.32798004,,
TW19,22314039,-60.65191269,-93.61089325,,
TW19,22314039,-11.40742302,-40.70429993,,
TW19,22314039,-24.34309196,-115.8958282,,
TW19,22314039,-94.65180969,-51.31684494,,
TW19,22314039,-38.98206711,-45.6959343,,
TW19,22314039,-56.30847931,-30.06336212,,
TW19,22314039,-55.40951157,-74.94076538,,
TW19,22314039,-34.19861221,-42.74353409,,
TW19,22314039,-16.74445152,-57.6380043,,
TW19,22314039,-49.87849808,-84.66853333,,
TW19,22314039,-81.00642395,-57.81306839,,
TW19,22314039,-62.62963867,-85.82299805,,
TW19,22314039,-68.7993927,-79.17536926,,
TW19,22314039,-76.00059509,-70.50743103,,
TW19,22314039,-51.08500671,-60.24028015,,
TW19,22314039,-59.25141525,-81.22407532,,
TW19,22314039,-35.040802,-128.4245911,,
TW19,22314039,-77.97832489,-40.13652802,,
TW19,22314039,-104.9378891,-69.53749847,,
TW19,22314039,-77.3963623,-45.65808105,,
TW19,22314039,-56.57344055,-55.35273743,,
TW19,22314039,-90.54494476,-54.53420258,,
TW19,22314039,-92.64096069,-43.81283188,,
TW19,22314039,-74.846138,-44.32855606,,
TW19,22314039,-74.53385925,-61.10612869,,
TW19,22314039,-30.84877586,-72.35268402,,
TW19,22314039,-116.3595047,-77.90735626,,
TW19,22314039,-69.00284576,-131.2587128,,
TW19,22314039,-45.09031296,-61.56980515,,
TW19,22314039,-96.13273621,-47.30461121,,
TW19,22314039,-37.84179688,-62.25585938,,
TW19,22314039,-65.28395844,-67.72536469,,
TW19,22314039,-137.2534027,-79.88035583,,
TW19,22314039,-47.8723793,-91.81769562,,
TW19,22314039,-12.6044693,-76.0810318,,
TW19,22314039,-59.08108521,-26.73245239,,
TW19,22314039,-90.86668396,-45.09031296,,
TW19,22314039,-102.5674515,-79.98444366,,
TW19,22314039,-34.76638031,-78.10134125,,
TW19,22314039,-20.84658051,-36.10536957,,
TW19,22314039,-35.90192032,-101.2095337,,
TW19,22314039,-66.08830261,-26.41544724,,
TW19,22314039,-72.77851105,-39.20917511,,
TW19,22314041,-182.1970367,-112.6169586,,
TW19,22314041,-136.5389557,-100.5282135,,
TW19,22314041,-122.1602097,-109.9531784,,
TW19,22314041,-77.94520569,-124.942276,,
TW19,22314041,-161.5160522,-85.22211456,,
TW19,22314041,-108.330307,-78.42308044,,
TW19,22314041,-128.3678131,-47.80141068,,
TW19,22314041,-55.54199219,-100.0976563,,
TW19,22314041,-73.20433807,-72.59398651,,
TW19,22314041,-126.3427734,-37.84179688,,
TW19,22314041,-47.45601654,-68.20796967,,
TW19,22314041,-70.71561432,-70.71561432,,
TW19,22314041,-63.8503418,-79.71948242,,
TW19,22314041,-65.21772003,-93.90424347,,
TW19,22314041,-65.78076172,-42.58739853,,
TW19,22314041,-147.8564758,-25.78617096,,
TW19,22314041,-103.717186,-51.22694778,,
TW19,22314041,-161.7147827,-84.81047821,,
TW19,22314041,-95.41356659,-132.0346527,,
TW19,22314041,-57.97866821,-77.50991821,,
TW19,22314041,-90.22320557,-61.53668594,,
TW19,22314041,-58.20104218,-140.5985107,,
TW19,22314041,-46.86932373,-66.40057373,,
TW19,22314041,-86.13053894,-90.40299988,,
TW19,22314041,-85.13694763,-67.43675232,,
TW19,22314041,-89.0592804,-77.46260071,,
TW19,22314041,-68.13227081,-55.31488419,,
TW19,22314041,-70.50743103,-43.04161453,,
TW19,22314041,-99.71914673,-50.28066635,,
TW19,22314041,-74.95022583,-78.00198364,,
TW19,22314041,-74.42031097,-67.09609222,,
TW19,22314041,-56.25643539,-6.207606792,,
TW19,22314041,-46.70372391,-86.37657166,,
TW19,22314041,-55.55145645,-85.4586792,,
TW19,22314041,-89.21541595,-77.0083847,,
TW19,22314041,-55.01680756,-164.2697296,,
TW19,22314041,-55.92523575,-91.32563019,,
TW19,22314041,-93.1472168,-62.62963867,,
TW19,22314041,-14.44971848,-113.3266678,,
TW19,22314041,-45.35054016,-89.90620422,,
TW19,22314041,-70.82444,-89.74533844,,
TW19,22314041,-76.05264282,-74.22158813,,
TW19,22314041,-82.19400787,-59.61100388,,
TW19,22314041,-33.091465,-64.82974243,,
TW19,22314041,-86.92541504,-72.8873291,,
TW19,22314041,-61.53668594,-70.081604,,
TW19,22314041,-63.7367897,-53.9711647,,
TW19,22314041,-92.12050629,-81.74452972,,
TW19,22314041,-72.50408936,-11.46893215,,
TW19,22314041,-64.60736847,-65.21772003,,
TW19,22314041,-48.61048126,-57.15540314,,
TW19,22314041,-65.70978546,-37.63361359,,
TW19,22314041,-75.72144318,-94.64234161,,
TW19,22314041,-20.8938961,-104.5120621,,
TW19,22314041,-103.2014618,-64.13896179,,
TW19,22314041,-49.97785568,-45.70539474,,
TW19,22314041,-121.82901,-94.3631897,,
TW19,22314041,-35.34834671,-106.7594757,,
TW19,22314041,-63.43397903,-28.64393997,,
TW19,22314041,-77.08409119,-53.28038025,,
TW19,22314041,-79.92293549,-101.2852402,,
TW19,22314041,-43.17409134,-52.93971634,,
TW19,22314041,-15.9306488,-67.20018005,,
TW19,22314041,-66.23970795,-43.04634476,,
TW19,22314041,-75.88704681,-27.66927147,,
TW19,22314041,-21.75974274,-85.23630524,,
TW19,22314041,-126.815918,-49.91161728,,
TW19,22314041,-93.11882782,-43.68035507,,
TW19,22314041,-93.10463715,-65.63881683,,
TW19,22314041,-27.61722565,-108.7939835,,
TW19,22314041,-99.85635376,-59.57315063,,
TW19,22314041,-70.83863068,-126.3806229,,
TW19,22314041,-34.98402786,-69.77406311,,
TW19,22314041,-80.82663727,-115.0063248,,
TW19,22314041,-67.89569855,-89.25800323,,
TW19,22314041,-46.01293945,-81.41333008,,
TW19,22314041,-63.78410339,-34.48722839,,
TW19,22314041,-73.6822052,-46.82674026,,
TW19,22314041,-67.9382782,-57.56230164,,
TW19,22314041,-69.68416595,-66.02205658,,
TW19,22314041,-13.88194942,-43.17882538,,
TW19,22314041,-100.9303818,-45.3883934,,
TW19,22314041,-50.21442795,-146.6499786,,
TW19,22314041,-10.89643097,-77.42475128,,
TW19,22314041,-55.77383041,-71.64297485,,
TW19,22314041,-77.13613892,-100.9398499,,
TW19,22314041,-83.23491669,-36.23785019,,
TW19,22314042,-62.83309174,-52.45711517,,
TW19,22314042,-52.79777527,-61.95304871,,
TW19,22314042,-122.3258057,-46.64221573,,
TW19,22314042,-38.4616127,-84.84832764,,
TW19,22314042,-60.71342087,-96.11380768,,
TW19,22314042,-94.57610321,-87.25188446,,
TW19,22314042,-88.13192749,-47.84872437,,
TW19,22314042,-88.58141327,-68.43981171,,
TW19,22314042,-107.190033,-66.90682983,,
TW19,22314042,-94.62342072,-46.40564346,,
TW19,22314042,-96.73835754,-43.02742004,,
TW19,22314042,-69.48545074,-35.91611481,,
TW19,22314042,-49.79806519,-58.95333862,,
TW19,22314042,-78.80632019,-69.04069519,,
TW19,22314042,-118.4933701,-86.75508881,,
TW19,22314042,-29.15966415,-99.96044922,,
TW19,22314042,-41.34303665,-80.40554047,,
TW19,22314042,-86.19677734,-77.04150391,,
TW19,22314042,-93.5825119,-61.84422684,,
TW19,22314042,-19.46027946,-73.78157043,,
TW19,22314042,-62.25112915,-71.40640259,,
TW19,22314042,-99.77591705,-83.90677643,,
TW19,22314042,-50.04882813,-61.03515625,,
TW19,22314042,-34.66702271,-117.6748352,,
TW19,22314042,-84.2427063,-79.3598938,,
TW19,22314042,-81.45590973,-25.91391945,,
TW19,22314042,-71.20767975,-44.96256638,,
TW19,22314042,-89.94405365,-35.01241684,,
TW19,22314042,-40.16965103,-71.2975769,,
TW19,22314042,-25.99435234,-88.86056519,,
TW19,22314042,-50.63552094,-132.4226379,,
TW19,22314042,-107.7578049,-53.43651581,,
TW19,22314042,-81.98583221,-73.44091034,,
TW19,22314042,-99.07093811,-64.89125061,,
TW19,22314042,-76.42642212,-50.18130875,,
TW19,22314042,-82.36907196,-40.25481415,,
TW19,22314042,-82.15142822,-48.58209229,,
TW19,22314042,-28.08090401,-64.70199585,,
TW19,22314042,-89.11132813,-64.69726563,,
TW19,22314042,-73.42671204,-69.76460266,,
TW19,22314042,-39.28014374,-56.98033905,,
TW19,22314043,-59.64412308,-106.6411896,,
TW19,22314043,-33.03468704,-100.7837067,,
TW19,22314043,-26.66621208,-93.1945343,,
TW19,22314043,-28.23703957,-71.5719986,,
TW19,22314043,-71.46791077,-78.18177795,,
TW19,22314043,-84.85305786,-37.85599136,,
TW19,22314043,-76.63933563,-60.77019882,,
TW19,22314043,-60.16457748,-39.41262436,,
TW19,22314043,-55.79275513,-94.24490356,,
TW19,22314043,-46.54285431,-106.967659,,
TW19,22314043,-116.8563004,-21.64145851,,
TW19,22314043,-50.92413712,-71.06574249,,
TW19,22314043,-105.467804,-85.93655396,,
TW19,22314043,-88.55775452,-50.10560608,,
TW19,22314043,-57.75629044,-69.9633255,,
TW19,22314043,-47.82979965,-86.28194427,,
TW19,22314043,-55.9488945,-74.25943756,,
TW19,22314043,-83.37213135,-63.84088135,,
TW19,22314043,-61.15817261,-113.0380554,,
TW19,22314043,-56.67752838,-125.0369034,,
TW19,22314043,-70.78185272,-73.83361053,,
TW19,22314043,-78.04930115,-77.43894958,,
TW19,22314043,-85.66213226,-58.80666351,,
TW19,22314043,-64.37552643,-77.19290924,,
TW19,22314043,-43.17882538,-134.7315521,,
TW19,22314043,-102.5958405,-42.17103577,,
TW19,22314043,-104.5546417,-70.98530579,,
TW19,22314043,-77.2828064,-41.88241959,,
TW19,22314043,-102.2220612,-41.79725266,,
TW19,22314043,-31.27933502,-61.79691315,,
TW19,22314043,-104.0815048,-112.0160751,,
TW19,22314043,-29.37257767,-25.71046829,,
TW19,22314043,-65.68139648,-57.13647461,,
TW19,22314043,-87.01058197,-44.2859726,,
TW19,22314043,-47.80141068,-44.74965286,,
TW19,22314043,-53.23306656,-109.3854065,,
TW19,22314043,-92.12050629,-44.5130806,,
TW19,22314043,-62.13757324,-67.6307373,,
TW19,22314043,-72.89206696,-88.76120758,,
TW19,22314043,-102.2504501,-54.03267288,,
TW19,22314043,-93.1472168,-37.60522461,,
TW19,22314043,-122.3021545,-83.23965454,,
TW19,22314043,-57.20271683,-106.030838,,
TW19,22314043,-54.82754898,-73.74845123,,
TW19,22314043,-96.99385071,-95.16279602,,
TW19,22314043,-77.47206879,-71.36855316,,
TW19,22314043,-44.9341774,-65.68612671,,
TW19,22314043,-62.41672897,-74.62375641,,
TW19,22314043,-35.14962769,-66.27755737,,
TW19,22314043,-86.42388916,-98.02056885,,
TW19,22314043,-60.94052887,-49.95420074,,
TW19,22314043,-91.51961517,-70.15731049,,
TW19,22314043,-94.79374695,-75.87284851,,
TW19,22314043,-102.3308792,-76.69611359,,
TW19,22314043,-48.85178375,-51.29319,,
TW19,22314043,-35.75997925,-9.514860153,,
TW19,22314043,-1.864174485,-106.2342911,,
TW19,22314043,-31.13739204,-58.60321426,,
TW19,22314043,-72.45677185,-59.63939285,,
TW19,22314043,-100.6985474,-103.1399536,,
TW19,22314044,-45.36151886,-54.51527786,,
TW19,22314044,-29.32548523,-20.16525841,,
TW19,22314044,-39.07203674,-47.60742188,,
TW19,22314044,-73.61412048,-30.89135933,,
TW19,22314044,-23.30303192,-56.27536011,,
TW19,22314044,-51.56517029,-79.64378357,,
TW19,22314044,-46.55361176,-61.20075607,,
TW19,22314044,-23.28395844,-59.30819321,,
TW19,22314044,-111.1221313,-4.300849438,,
TW19,22314044,-26.92699432,-33.03941727,,
TW19,22314044,-85.74485779,-58.89656067,,
TW19,22314044,-14.73903656,-26.94536591,,
TW19,22314044,-57.67822266,-19.84352303,,
TW19,22314044,-30.34591675,-48.67198944,,
TW19,22314044,-39.41059113,-18.0550518,,
TW19,22314044,-31.94332123,-37.44435883,,
TW19,22314044,-51.98001862,-50.14818954,,
TW19,22314044,-36.74507141,-69.09274292,,
TW19,22314044,-32.73487091,-30.29520226,,
TW19,22314044,-44.4316864,-23.6854248,,
TW19,22314044,-31.71920776,-36.60216904,,
TW19,22314044,-24.94335175,-34.09925461,,
TW19,22314044,-60.00518799,-5.072068691,,
TW19,22314044,-49.72934723,-69.87815857,,
TW19,22314044,-47.88398743,-26.52900124,,
TW19,22314044,-4.301071167,-22.02470207,,
TW19,22314044,-4.096031189,-42.5495491,,
TW19,22314044,-5.750656128,-5.748660088,,
TW19,22314044,-87.49008179,-13.03029633,,
TW19,22314044,-54.92210388,-23.17916489,,
TW19,22314044,-20.24173737,-39.16659164,,
TW19,22314044,-43.63536835,-22.88108635,,
TW19,22314044,-42.91057587,-17.27910042,,
TW19,22314044,-24.80983734,-51.05661774,,
TW19,22314044,-90.53230286,-22.78172684,,
TW19,22314044,-50.51612854,-65.1656723,,
TW19,22314044,-48.20346832,-3.042294979,,
TW19,22314044,-22.93586731,-80.29198456,,
TW19,22314044,-54.9030304,-62.2274704,,
TW19,22314044,-56.2286377,-56.23751068,,
TW19,22314044,-31.042099,-37.75662994,,
TW19,22314044,-29.3636322,-39.74855423,,
TW19,22314044,-77.97241211,-32.81230927,,
TW19,22314044,-39.80636597,-48.96060562,,
TW19,22314044,-36.23485565,-59.41701508,,
TW19,22314044,-14.94407654,-44.82535553,,
TW19,22314044,-5.140304565,-63.11697388,,
